Acute bacterial sinusitis (disorder),Acute bronchitis (disorder),Acute deep venous thrombosis (disorder),Acute pulmonary embolism (disorder),Acute respiratory distress syndrome (disorder),Acute respiratory failure (disorder),Acute viral pharyngitis (disorder),Alcoholism,Alzheimer's disease (disorder),Anemia (disorder),Antepartum eclampsia,Appendicitis,Asthma,Atopic dermatitis,Atrial Fibrillation,Bacterial infectious disease (disorder),Bleeding from anus,COVID-19,Carcinoma in situ of prostate (disorder),Cardiac Arrest,Child attention deficit disorder,Chill (finding),Chronic congestive heart failure (disorder),Chronic intractable migraine without aura,Chronic kidney disease stage 1 (disorder),Chronic kidney disease stage 2 (disorder),Chronic kidney disease stage 3 (disorder),Chronic low back pain (finding),Chronic neck pain (finding),Chronic obstructive bronchitis (disorder),Chronic pain,Chronic sinusitis (disorder),Contact dermatitis,Coronary Heart Disease,Cough (finding),Cystitis,Diabetes,Diabetic retinopathy associated with type II diabetes mellitus (disorder),Diarrhea symptom (finding),Dyspnea (finding),Epilepsy (disorder),Escherichia coli urinary tract infection,Fatigue (finding),Fever (finding),Fibromyalgia (disorder),Gastroesophageal reflux disease (disorder),Gout,Headache (finding),Heart failure (disorder),Hemoptysis (finding),Hyperlipidemia,Hypoxemia (disorder),Idiopathic atrophic hypothyroidism,Injury of heart (disorder),Injury of kidney (disorder),Joint pain (finding),Loss of taste (finding),Major depression disorder,Malignant neoplasm of breast (disorder),Malignant tumor of colon,Metabolic syndrome X (disorder),Miscarriage in first trimester,Muscle pain (finding),Myocardial Infarction,Nasal congestion (finding),Nausea (finding),Neuropathy due to type 2 diabetes mellitus (disorder),Nonproliferative diabetic retinopathy due to type 2 diabetes mellitus (disorder),Opioid abuse (disorder),Osteoarthritis of hip,Osteoarthritis of knee,Osteoporosis (disorder),Overlapping malignant neoplasm of colon,Pain (finding),Perennial allergic rhinitis,Perennial allergic rhinitis with seasonal variation,Pneumonia (disorder),Polyp of colon,Preeclampsia,Primary malignant neoplasm of colon,Proliferative diabetic retinopathy due to type II diabetes mellitus (disorder),Pulmonary emphysema (disorder),Recurrent rectal polyp,Recurrent urinary tract infection,Respiratory distress (finding),Rheumatoid arthritis,Rupture of appendix,Seasonal allergic rhinitis,Secondary malignant neoplasm of colon,Seizure disorder,Sepsis caused by virus (disorder),Septic shock (disorder),Shock (disorder),Sinusitis (disorder),Smokes tobacco daily,Sore throat symptom (finding),Streptococcal sore throat (disorder),Stroke,Tubal pregnancy,Urinary tract infectious disease (disorder),Viral sinusitis (disorder),Vomiting symptom (finding),Wheezing (finding)
0,0.0038863976083707025,0.0026905829596412557,0.004783258594917788,0.004783258594917788,0.006576980568011958,0.004783258594917788,0.014648729446935725,0.039461883408071746,0.3500747384155456,0.00001,0.04394618834080718,0.004484304932735426,0.01195814648729447,0.03617339312406577,0.0020926756352765323,0.004185351270553065,0.01195814648729447,0.03647234678624813,0.04783258594917788,0.00001,0.0026905829596412557,0.015844544095665172,0.20149476831091181,0.04633781763826607,0.008968609865470852,0.00001,0.15366218236173393,0.09357249626307922,0.020328849028400597,0.20807174887892377,0.6860986547085202,0.00001,0.04095665171898356,0.009865470852017937,0.0017937219730941704,0.11360239162929746,0.033183856502242155,0.00001,0.005680119581464873,0.0017937219730941704,0.00001,0.0053811659192825115,0.011659192825112108,0.019730941704035873,0.0020926756352765323,0.01554559043348281,0.004185351270553065,0.0029895366218236174,0.00001,0.13841554559043348,0.019730941704035873,0.008968609865470852,0.0029895366218236174,0.0020926756352765323,0.002391629297458894,0.005680119581464873,0.0053811659192825115,0.029596412556053813,0.004484304932735426,0.11270553064275038,0.23168908819133036,0.002391629297458894,0.004484304932735426,0.0020926756352765323,0.00001,0.04544095665171898,0.021225710014947684,0.011659192825112108,0.019133034379671152,0.06337817638266069,0.05560538116591928,0.0017937219730941704,0.00001,0.003288490284005979,0.003288490284005979,0.007174887892376682,0.02780269058295964,0.0017937219730941704,0.0038863976083707025,0.006278026905829596,0.023617339312406577,0.010762331838565023,0.015844544095665172,0.006576980568011958,0.004484304932735426,0.011659192825112108,0.0017937219730941704,0.0026905829596412557,0.02571001494768311,0.006576980568011958,0.006576980568011958,0.0017937219730941704,0.00001,0.01883408071748879,0.003587443946188341,0.0017937219730941704,0.051121076233183856,0.031689088191330345,0.00001,0.00001,0.00001,0.005680119581464873
0.0006931854537698624,0,0.00047989762184067397,0.0005865415378052682,0.0027194198570971526,0.0012264050335928334,0.0007465074117521596,0.007411752159539298,0.0030926735629732325,0.303295297003306,0.0003199317478937827,0.051935587074757386,0.0015463367814866162,0.004319078596566066,0.02730084248693612,0.0005332195798229711,0.00202623440332729,0.004958942092353631,0.015623333688813053,0.03764530233550176,0.00001,0.001013117201663645,0.010664391596459422,0.07619707795670257,0.009064732856990509,0.0015996587394689133,0.00001,0.1586861469553162,0.09928548576303722,0.015250079982936973,0.07667697557854325,0.2284845899541431,0.0011197611176282393,0.04926948917564253,0.005545483630158899,0.0003199317478937827,0.0442572251253066,0.008424869361202944,0.0006931854537698624,0.0018129465713981018,0.0007465074117521596,0.0003732537058760798,0.0031459955209555295,0.00719846432761011,0.02068891969713128,0.0012264050335928334,0.006078703209981871,0.001013117201663645,0.0005865415378052682,0.00001,0.1087767942838861,0.020795563613095872,0.007411752159539298,0.0006931854537698624,0.0005865415378052682,0.001439692865522022,0.004532366428495254,0.006611922789804841,0.024581422629838968,0.0022395222352564787,0.0424442785539085,0.19835768369414525,0.001439692865522022,0.004159112722619175,0.0005865415378052682,0.0006931854537698624,0.01162418684014077,0.004265756638583769,0.007411752159539298,0.01924922683160926,0.05198890903273968,0.03967153673882905,0.0017596246134158047,0.001013117201663645,0.0005865415378052682,0.0007998293697344566,0.0023461661512210728,0.026927588781060042,0.0005865415378052682,0.0006398634957875654,0.001439692865522022,0.017596246134158045,0.013330489495574277,0.008904766983043617,0.0015463367814866162,0.0013330489495574278,0.015943265436706835,0.0005332195798229711,0.0005865415378052682,0.027887384024741387,0.0012264050335928334,0.0055988055881411964,0.00042657566385837685,0.0003732537058760798,0.011570864882158473,0.001439692865522022,0.0006398634957875654,0.034286018982617045,0.025861149621414097,0.0005332195798229711,0.0012797269915751307,0.0006931854537698624,0.0018129465713981018
0.0027846534653465345,0.0027846534653465345,0,0.00001,0.6110767326732673,0.8258044554455446,0.004641089108910891,0.009282178217821782,0.06219059405940594,0.4402846534653465,0.0018564356435643563,0.06837871287128713,0.005878712871287129,0.007735148514851485,0.11633663366336634,0.08415841584158416,0.005569306930693069,1,0.039913366336633664,0.054455445544554455,0.00001,0.14758663366336633,0.017945544554455444,0.09282178217821782,0.06775990099009901,0.012685643564356437,0.00001,0.23298267326732675,0.14758663366336633,0.029084158415841586,0.08508663366336634,0.3118811881188119,0.00001,0.10179455445544554,0.6943069306930693,0.00001,0.13830445544554457,0.0510519801980198,0.06435643564356436,0.37159653465346537,0.004331683168316832,0.00001,0.40748762376237624,0.9136757425742574,0.03681930693069307,0.0034034653465346535,0.01670792079207921,0.14108910891089108,0.34777227722772275,0.021967821782178217,0.2385519801980198,1,0.018873762376237623,0.3254950495049505,0.3443688118811881,0.18564356435643564,0.500309405940594,0.006497524752475247,0.04672029702970297,0.006188118811881188,0.1358292079207921,0.23576732673267325,0.18564356435643564,0.008044554455445545,0.038056930693069306,0.07178217821782178,0.055074257425742575,0.03125,0.01608910891089109,0.0343440594059406,0.0983910891089109,0.13521039603960397,0.005878712871287129,0.00001,0.00001,0.00001,1,0.08570544554455446,0.0018564356435643563,0.0034034653465346535,0.014542079207920793,0.03001237623762376,0.04672029702970297,0.013923267326732673,1,0.007735148514851485,0.02103960396039604,0.00001,0.0018564356435643563,0.026918316831683168,0.8131188118811881,0.4433787128712871,0.002165841584158416,0.0027846534653465345,0.01547029702970297,0.12995049504950495,0.002165841584158416,0.11819306930693069,0.03372524752475248,0.00001,0.007735148514851485,0.07178217821782178,0.37159653465346537
0.005098789037603569,0.003505417463352454,0.00001,0,0.6026131293817718,0.82855321861058,0.003505417463352454,0.019439133205863608,0.04652644996813257,0.43530911408540474,0.00001,0.07138304652644997,0.005098789037603569,0.007010834926704908,0.10962396430847673,0.082855321861058,0.004780114722753346,1,0.041427660930529,0.05736137667304015,0.00001,0.15391969407265774,0.01561504142766093,0.11057998725302741,0.06660293180369663,0.015296367112810707,0.0022307202039515616,0.23008285532186107,0.1478648820905035,0.026449968132568516,0.10261312938177183,0.3024219247928617,0.00001,0.11631612492033142,0.6994901210962396,0.00001,0.1392606755895475,0.032823454429572976,0.06309751434034416,0.36966220522625876,0.004461440407903123,0.00001,0.4040790312300829,0.92861695347355,0.029318036966220522,0.005417463352453792,0.014340344168260038,0.16698534098151688,0.37507966857871256,0.02517527087316762,0.24888463989802423,1,0.015933715742511154,0.325685149776928,0.3330146590184831,0.17877629063097514,0.48852772466539196,0.008922880815806247,0.05608667941363926,0.004461440407903123,0.13734862970044615,0.23167622689611217,0.17877629063097514,0.009560229445506692,0.029318036966220522,0.07170172084130019,0.05481198215423837,0.022307202039515615,0.01752708731676227,0.0331421287444232,0.09432759719566602,0.1478648820905035,0.005417463352453792,0.0038240917782026767,0.00001,0.00001,1,0.0745697896749522,0.0019120458891013384,0.0028680688336520078,0.007010834926704908,0.02517527087316762,0.03824091778202677,0.01561504142766093,1,0.006373486297004461,0.019439133205863608,0.00001,0.0022307202039515616,0.02995538559592097,0.8272785213511791,0.4429572976418101,0.0019120458891013384,0.0019120458891013384,0.015296367112810707,0.15583173996175909,0.00001,0.11536010197578075,0.032504780114722756,0.0022307202039515616,0.006054811982154238,0.07170172084130019,0.36966220522625876
0.002511773940345369,0.008006279434850863,0.31004709576138145,0.2968602825745683,0,0.6800627943485086,0.003610675039246468,0.012401883830455259,0.047880690737833596,0.4770800627943485,0.00001,0.06263736263736264,0.0032967032967032967,0.003453689167974882,0.09968602825745683,0.06797488226059654,0.0032967032967032967,0.6811616954474098,0.03783359497645212,0.046781789638932494,0.00001,0.10188383045525903,0.016012558869701727,0.12904238618524333,0.12244897959183673,0.01098901098901099,0.001098901098901099,0.20188383045525904,0.12653061224489795,0.0326530612244898,0.12982731554160126,0.31365777080062796,0.00001,0.12778649921507065,0.47849293563579276,0.00001,0.2175824175824176,0.09073783359497645,0.038304552590266876,0.25620094191522763,0.0031397174254317113,0.00001,0.28210361067503925,0.6221350078492935,0.023076923076923078,0.003453689167974882,0.010518053375196233,0.10031397174254317,0.34411302982731556,0.01695447409733124,0.22543171114599686,0.6805337519623234,0.01271585557299843,0.32778649921507064,0.3414442700156986,0.12135007849293564,0.33751962323390894,0.021350078492935635,0.06609105180533752,0.0026687598116169543,0.2150706436420722,0.2379905808477237,0.12135007849293564,0.006593406593406593,0.023233908948194663,0.04882260596546311,0.09638932496075353,0.05918367346938776,0.014913657770800628,0.045054945054945054,0.09638932496075353,0.1293563579277865,0.007221350078492936,0.001726844583987441,0.00001,0.00001,0.6810047095761381,0.10172684458398744,0.00001,0.0020408163265306124,0.013814756671899528,0.02433281004709576,0.04693877551020408,0.019937205651491367,0.6805337519623234,0.00565149136577708,0.020879120879120878,0.00001,0.00001,0.018995290423861853,0.679905808477237,0.5993720565149137,0.0015698587127158557,0.001726844583987441,0.019152276295133438,0.09356357927786499,0.0020408163265306124,0.10376766091051805,0.031868131868131866,0.00001,0.010675039246467817,0.04882260596546311,0.25620094191522763
0.003484872485347695,0.003643275780136227,0.42277839379059085,0.41184856645018214,0.6862030730239189,0,0.0038016790749247583,0.015048313004910501,0.05940123554569935,0.4563598922857595,0.0009504197687311896,0.06874702993822271,0.00491050213844448,0.006177728496752732,0.12339616664026612,0.07682559797243782,0.004435292254078885,0.9987327736416918,0.045461745604308566,0.05544115317598606,0.00001,0.1503247267543165,0.01758276572152701,0.10818945034056708,0.07587517820370664,0.014256296530967844,0.0011088230635197213,0.2341200696974497,0.14953271028037382,0.02661175352447331,0.09947726912719784,0.31791541264058293,0.00001,0.11690163155393632,0.6957072707112308,0.00001,0.14969111357516238,0.04466972913036591,0.061777284967527324,0.373356565816569,0.0030096626009821006,0.00001,0.4075716774908918,0.9166798669412324,0.03168065895770632,0.003326469190559164,0.01599873277364169,0.15079993663868207,0.37905908442895614,0.02265167115476002,0.2548709013147473,0.9987327736416918,0.017899572311104072,0.3540313638523681,0.36527799778235387,0.1789957231110407,0.49120861713923647,0.007444954855060985,0.05290670045936956,0.0041184856645018215,0.14826548392206557,0.23380326310787264,0.1789957231110407,0.008553777918580707,0.03389830508474576,0.07349912878187867,0.059718042135276414,0.02787897988278156,0.016632345952795818,0.03500712814826548,0.097734832884524,0.1544432124188183,0.005068905433233011,0.0019008395374623792,0.00001,0.00001,0.9987327736416918,0.08442895612228735,0.0011088230635197213,0.0025344527166165057,0.01188024710913987,0.02977981942024394,0.04371930936163472,0.014256296530967844,0.9987327736416918,0.007603358149849517,0.021226041501663236,0.00001,0.0009504197687311896,0.028354189767147157,0.9071756692539205,0.49120861713923647,0.0014256296530967844,0.001584032947885316,0.01679074924758435,0.13559322033898305,0.0014256296530967844,0.13115792808490417,0.031363852368129254,0.00001,0.00696974497069539,0.07349912878187867,0.373356565816569
0.002306805074971165,0.002018454440599769,0.0021626297577854673,0.0015859284890426758,0.00331603229527105,0.0034602076124567475,0,0.012110726643598616,0.022779700115340255,0.32021337946943484,0.00001,0.05334486735870819,0.004901960784313725,0.010092272202998846,0.03431372549019608,0.0008650519031141869,0.0027393310265282586,0.010813148788927335,0.02566320645905421,0.03705305651672434,0.00001,0.0024509803921568627,0.011101499423298732,0.19319492502883506,0.024653979238754325,0.003604382929642445,0.00001,0.15715109573241062,0.09501153402537485,0.018598615916955018,0.19463667820069205,0.23399653979238755,0.0024509803921568627,0.05046136101499423,0.009371395617070358,0.0008650519031141869,0.08823529411764706,0.02768166089965398,0.0010092272202998846,0.0031718569780853517,0.002306805074971165,0.00001,0.005622837370242215,0.01182237600922722,0.018166089965397925,0.0025951557093425604,0.015426758938869665,0.0025951557093425604,0.0011534025374855825,0.0008650519031141869,0.11649365628604383,0.02768166089965398,0.007352941176470588,0.002018454440599769,0.0025951557093425604,0.0021626297577854673,0.006920415224913495,0.007064590542099193,0.03647635524798155,0.0031718569780853517,0.08650519031141868,0.21539792387543252,0.0021626297577854673,0.004036908881199538,0.0011534025374855825,0.0017301038062283738,0.03373702422145329,0.013552479815455595,0.0131199538638985,0.02177047289504037,0.056228373702422146,0.049596309111880045,0.0027393310265282586,0.0014417531718569781,0.0028835063437139563,0.003027681660899654,0.0066320645905421,0.029844290657439446,0.0011534025374855825,0.0012975778546712802,0.004757785467128028,0.024077277970011534,0.014129181084198385,0.008938869665513265,0.004757785467128028,0.005622837370242215,0.015570934256055362,0.0021626297577854673,0.0012975778546712802,0.025374855824682813,0.0034602076124567475,0.007064590542099193,0.0011534025374855825,0.0011534025374855825,0.01384083044982699,0.0027393310265282586,0.00001,0.04354094579008074,0.0265282583621684,0.0017301038062283738,0.0038927335640138406,0.0017301038062283738,0.0031718569780853517
0.0014473489883325948,0.004105745089351647,0.0008861320336730173,0.0018018018018018018,0.0023334810220056123,0.002806084773297888,0.0024811696942844486,0,0.06932506276768571,0.7630482941958352,0.00001,0.0683503175306454,0.001211047112686457,0.02014473489883326,0.11026436272337911,0.0005021414857480431,0.008595480726628267,0.003987594151528578,0.41175601831339537,0.05774627086102496,0.00001,0.0008861320336730173,0.023305272485600353,0.08763845813026142,0.6206764141190371,0.1598877566090681,0.013735046521931768,0.03618372470831487,0.024900310146211784,0.01284891448825875,0.08985378821444395,0.3364938709201004,0.00001,0.14281494609363463,0.002953773445576724,0.00001,0.7836065573770492,0.11029390045783488,0.0003544528134692069,0.0012701225815979914,0.0008565942992172501,0.00017722640673460346,0.001329198050509526,0.0036626790725151383,0.0018313395362575691,0.000738443361394181,0.02280313099985231,0.000738443361394181,0.0012405848471422243,0.00001,0.273224043715847,0.008388716585437897,0.013587357849652931,0.0009156697681287846,0.001092896174863388,0.0008565942992172501,0.0025107074287402157,0.06380150642445724,0.019967508492098655,0.0015064244572441294,0.7832225668291242,0.030719243833997933,0.0008565942992172501,0.01778171614237188,0.0003544528134692069,0.0005021414857480431,0.19158174568010633,0.049741544823512035,0.15081967213114755,0.044513365824841236,0.0927780239255649,0.08985378821444395,0.005375867670949638,0.00026583961010190517,0.00001,0.00001,0.0030719243833997934,0.051868261704327276,0.00001,0.0009156697681287846,0.011696942844483828,0.0119923201890415,0.02622950819672131,0.0014473489883325948,0.0030719243833997934,0.0010338207059518536,0.019760744350908285,0.00001,0.00001,0.017515876532269974,0.0028356225077536554,0.009009009009009009,0.0005316792202038103,0.0009452075025845518,0.2636538177521784,0.0008270565647614828,0.000738443361394181,0.1516762664303648,0.0014473489883325948,0.00001,0.005612169546595776,0.0005021414857480431,0.0012701225815979914
0.0032461943289968766,0.0014263581142562034,0.004943068637336154,0.003590487666920788,0.0075006762904852075,0.009222142980104764,0.0038855962422841405,0.05771831886481568,0,0.624302191181172,0.00001,0.06285812655239408,0.0012296190640139685,0.0010082876324914542,0.21997885055209895,0.0007377714384083811,0.011115756338686274,0.011779750633253818,0.3248161719499299,0.08850798022772545,0.00001,0.0018198362147406734,0.027125396552148146,0.24466960135749943,0.5159481592602612,0.12942970267811033,0.001401765732975924,0.10009099181073704,0.0722278238201805,0.006148095320069842,0.23778373459902122,0.3845264736984482,0.00001,0.18955807490839338,0.008681110591938617,0.00001,0.6764380394953643,0.16897425177679956,0.000860733344809778,0.004328259105329169,0.00014755428768167621,0.00001,0.0051644000688586674,0.010820647763322923,0.009984506799793425,0.00019673905024223496,0.022747952684258416,0.0019673905024223497,0.00427907434276861,0.0002459238128027937,0.3950520128864078,0.02068219265671495,0.0187148021542926,0.0034921181417996703,0.004328259105329169,0.00233627622162654,0.006074318176229004,0.00860733344809778,0.06566165801834592,0.002705161940830731,0.6765118166392051,0.23726729459213536,0.00233627622162654,0.018493470722770085,0.00044266286304502864,0.0012788038265745272,0.22538917443376041,0.07635934387526744,0.05754617219585372,0.03651968620121487,0.11676462631876644,0.26830287976784795,0.0012542114452942477,0.00001,0.00001,0.00001,0.009812360130831468,0.11329710055824706,0.00001,0.00022133143152251432,0.03428177950470944,0.010304207756437056,0.053660575953569586,0.01952635073654182,0.009664805843149792,0.006197280082630401,0.023977571748272385,0.00001,0.00001,0.037109903351941566,0.009197550598824484,0.015124314487371813,0.0018198362147406734,0.0038118190984433023,0.0810564886998008,0.0021149447901040257,0.0006148095320069843,0.28244349900400856,0.02619088606349753,0.00022133143152251432,0.023313577453704843,0.0012788038265745272,0.004328259105329169
0.002337199392447912,0.011352681592010012,0.002840166298423039,0.0027263999744524745,0.006065541378009569,0.005750189111564846,0.004432894834010942,0.05156009556371213,0.05066792807573244,0,0.00002794260588750706,0.05735219858410824,0.002009871723479972,0.005764160414508599,0.06863701956182003,0.0007205200518135749,0.005808070223760396,0.009235031245821083,0.11840479654789063,0.04393575595726378,0.00001,0.0013951343939548168,0.014408405135850962,0.19786358818985803,0.46960543044586417,0.06995032203853285,0.0028341785971614302,0.09771928458945327,0.06385284625379471,0.01577759282433881,0.19720693695150163,0.28474114169495857,0.00023352034920273758,0.08070024170354093,0.006676286906693652,0.000031934406728579496,0.59435719033106,0.1585762843120231,0.000592782424899257,0.0031195923572981095,0.0009600281022779212,0.000047901610092869244,0.0038121698032241775,0.008927662581058506,0.012057234440459296,0.0010558313224636596,0.012983332235588101,0.0013532204851235562,0.0022853059815139704,0.00016366383448396992,0.19277404211749066,0.029174076446977906,0.010566296826318742,0.0021695437571228695,0.0022972813840371874,0.0016166793406343371,0.0050077141551253725,0.021849121903609985,0.049811686795322406,0.0036864280767303957,0.5911158480481092,0.17860514503210406,0.0016166793406343371,0.00626513142006319,0.000319344067285795,0.0007065487488698214,0.20122069269719994,0.07632722388214608,0.03721156744047726,0.031810660902506255,0.08461819422905352,0.07181050123047261,0.0033670840094446007,0.0004091595862099248,0.000019959004205362187,0.000011975402523217311,0.00841870797382177,0.05325661092116792,0.00007185241513930388,0.0007384831555984009,0.016238645821482673,0.02030429497811495,0.026176234015332506,0.00905140840713175,0.007031557181549099,0.005119484578675401,0.017342378754039205,0.000015967203364289748,0.000977991206062747,0.030868595904013158,0.005660373592640716,0.010125202833380236,0.0007524544585421544,0.0027244040740319383,0.06572899264909875,0.0013133024767128319,0.0010159133140529354,0.08902713825801803,0.021260331279551802,0.0005947783253197931,0.012332668698493294,0.0007065487488698214,0.0031195923572981095
