Acidosis (disorder),Acquired absence of organ (disorder),Acute Cholecystitis,Acute bacterial sinusitis (disorder),Acute bronchitis (disorder),Acute deep venous thrombosis (disorder),Acute exacerbation of chronic obstructive airways disease (disorder),Acute pulmonary embolism (disorder),Acute respiratory distress syndrome (disorder),Acute respiratory failure (disorder),Acute viral pharyngitis (disorder),Alcoholism,Alzheimer's disease (disorder),Anemia (disorder),Antepartum eclampsia,Appendicitis,Arteriosclerotic vascular disease (disorder),Asthma,Atopic dermatitis,Atrial Fibrillation,Bacterial infectious disease (disorder),Benign prostatic hyperplasia (disorder),Bleeding from anus,COVID-19,Carcinoma in situ of prostate (disorder),Cardiac Arrest,Child attention deficit disorder,Chill (finding),Cholelithiasis,Chronic congestive heart failure (disorder),Chronic intractable migraine without aura,Chronic kidney disease (disorder),Chronic kidney disease stage 1 (disorder),Chronic kidney disease stage 2 (disorder),Chronic kidney disease stage 3 (disorder),Chronic kidney disease stage 4 (disorder),Chronic low back pain (finding),Chronic neck pain (finding),Chronic obstructive bronchitis (disorder),Chronic pain,Chronic sinusitis (disorder),Contact dermatitis,Coronary Heart Disease,Coronary artery bypass grafting,Cough (finding),Cystitis,Death due to sepsis,Dehydration (disorder),Dementia (disorder),Depressive disorder (disorder),Diabetes,Diabetic retinopathy associated with type II diabetes mellitus (disorder),Diarrhea symptom (finding),Dyspnea (finding),End stage renal disease (disorder),Epilepsy (disorder),Escherichia coli urinary tract infection,Fatigue (finding),Fever (finding),Fibromyalgia (disorder),Gastroesophageal reflux disease (disorder),Gout,Headache (finding),Heart failure (disorder),Hemoptysis (finding),Hyperlipidemia,Hypokalemia (disorder),Hyponatremia (disorder),Hypoxemia (disorder),Hypoxia (disorder),Idiopathic atrophic hypothyroidism,Influenza (disorder),Injury of heart (disorder),Injury of kidney (disorder),Joint pain (finding),Loss of taste (finding),Major depression disorder,Malignant neoplasm of breast (disorder),Malignant tumor of colon,Metabolic syndrome X (disorder),Miscarriage in first trimester,Muscle pain (finding),Myocardial Infarction,Nasal congestion (finding),Nausea (finding),Neuropathy due to type 2 diabetes mellitus (disorder),Nonproliferative diabetic retinopathy due to type 2 diabetes mellitus (disorder),Obstructive sleep apnea syndrome (disorder),Opioid abuse (disorder),Osteoarthritis of hip,Osteoarthritis of knee,Osteoporosis (disorder),Overlapping malignant neoplasm of colon,Pain (finding),Paroxysmal atrial fibrillation (disorder),Perennial allergic rhinitis,Perennial allergic rhinitis with seasonal variation,Peripheral nerve disease (disorder),Peripheral vascular disease (disorder),Pleural effusion (disorder),Pneumonia (disorder),Polyp of colon,Preeclampsia,Primary malignant neoplasm of colon,Proliferative diabetic retinopathy due to type II diabetes mellitus (disorder),Pulmonary emphysema (disorder),Radiologic infiltrate of lung (disorder),Reactive airway disease (disorder),Recurrent rectal polyp,Recurrent urinary tract infection,Renal dialysis (procedure),Respiratory distress (finding),Rheumatoid arthritis,Rupture of appendix,Seasonal allergic rhinitis,Secondary malignant neoplasm of colon,Seizure disorder,Sepsis caused by virus (disorder),Septic shock (disorder),Shock (disorder),Sinusitis (disorder),Smokes tobacco daily,Sore throat symptom (finding),Streptococcal sore throat (disorder),Stroke,Tubal pregnancy,Urinary tract infectious disease (disorder),Ventricular tachycardia (disorder),Viral sinusitis (disorder),Vomiting symptom (finding),Wheezing (finding)
0,0.0008746592896952931,0.005064887514747162,0.00020340913713844027,0.14722753346080306,0.009417843049509784,0.15963549082624792,0.021581709450388512,0.013831821325413938,0.40350270534152394,0.0024612505593751273,0.03390830316097799,0.022964891582929907,0.29923518164435947,0.00001,0.000711931979984541,0.32354257353240307,0.06415524185346405,0.0002237500508522843,0.1401692364020992,0.03323705300842114,0.06728774256539603,0.00333590984907042,0.03394898498840568,0.00001,0.0481876245880965,0.00449534193075953,0.00030511370570766036,0.02076807290183475,0.35749155852080877,0.0002440909645661283,0.4103372523493755,0.002054432285098247,0.01470648061510923,0.20483300109840935,0.062080468654651964,0.0216223912778162,0.004352955534762622,0.2864407469183516,0.11645173101175704,0.005247955738171758,0.0018917049753874944,0.28906472478743744,0.08276717790163134,0.011004434319189618,0.05510353525080346,0.3293804157682763,0.1669785606769456,0.0856149058215695,0.23573084902973843,0.2512102843659737,0.23865994060453197,0.06067694560839673,0.010475570562629674,0.07963467718969935,0.06745046987510679,0.014258980513404662,0.0034782962450673285,0.019547618079004108,0.016943981123632074,0.32163052764330174,0.04682478336926895,0.009580570359220535,0.29852324966437493,0.014238639599690819,0.3671738334485985,0.2511492616248322,0.2112810707456979,0.04334648712420162,0.37341849395874865,0.006081933200439363,0.024937960213172777,0.0003864773605630365,0.3769171311175298,0.011980798177454132,0.0002237500508522843,0.20759936536349213,0.006936251576420813,0.007912615434685326,0.0019120458891013384,0.0002440909645661283,0.02247670965379765,0.06401285545746715,0.0002644318782799723,0.006610796956999308,0.02886375655994467,0.23107277978926813,0.1441967373174403,0.01368943492941703,0.0033969325902119523,0.010109434115780481,0.05679183108905252,0.00020340913713844027,0.13962003173182538,0.09503274887107929,0.0005695455839876327,0.0005695455839876327,0.07650217647776739,0.11071559334445304,0.07833285871201334,0.21884789064724788,0.001647614010821366,0.0002237500508522843,0.0036003417273503925,0.17165697083112974,0.10801025182051177,0.01582523086937065,0.20664334241894147,0.00036613644684919245,0.14010821366095766,0.07963467718969935,0.00732272893698385,0.030084211382775315,0.00042715918799072453,0.0026036369553720353,0.000772954721126073,0.07534274439607827,0.0011594320816891094,0.2107725479028518,0.07017615231276189,0.019832390870997925,0.22100402750091533,0.002440909645661283,0.0009560229445506692,0.13368048492738294,0.00001,0.16856515194662544,0.030958870672470606,0.0012204548228306415,0.013852162239127781,0.0675928562711037
0.11286089238845144,0,0.01837270341207349,0.00001,0.07874015748031496,0.00001,0.05774278215223097,0.028871391076115485,0.01837270341207349,0.08136482939632546,0.01837270341207349,0.01837270341207349,0.01837270341207349,0.15748031496062992,0.00001,0.00001,0.27034120734908135,0.06036745406824147,0.00001,0.07611548556430446,0.06036745406824147,0.049868766404199474,0.00001,0.026246719160104987,0.00001,0.00001,0.00001,0.00001,0.04199475065616798,0.14435695538057744,0.015748031496062992,0.4199475065616798,0.00001,0.023622047244094488,0.24671916010498687,0.06824146981627296,0.028871391076115485,0.015748031496062992,0.1968503937007874,0.07611548556430446,0.00001,0.00001,0.23622047244094488,0.08136482939632546,0.00001,0.05249343832020997,0.14173228346456693,0.09711286089238845,0.04461942257217848,0.11811023622047244,0.16272965879265092,0.11286089238845144,0.06299212598425197,0.026246719160104987,0.06036745406824147,0.026246719160104987,0.01837270341207349,0.01837270341207349,0.023622047244094488,0.01837270341207349,0.29396325459317585,0.07349081364829396,0.026246719160104987,0.13123359580052493,0.015748031496062992,0.25984251968503935,0.08661417322834646,0.07611548556430446,0.05249343832020997,0.10236220472440945,0.023622047244094488,0.015748031496062992,0.00001,0.19160104986876642,0.015748031496062992,0.00001,0.10236220472440945,0.00001,0.026246719160104987,0.015748031496062992,0.00001,0.023622047244094488,0.023622047244094488,0.015748031496062992,0.026246719160104987,0.015748031496062992,0.10236220472440945,0.14173228346456693,0.023622047244094488,0.01837270341207349,0.01837270341207349,0.06561679790026247,0.00001,0.12073490813648294,0.06561679790026247,0.00001,0.00001,0.049868766404199474,0.08398950131233596,0.05511811023622047,0.08136482939632546,0.00001,0.00001,0.023622047244094488,0.09711286089238845,0.07086614173228346,0.049868766404199474,0.08661417322834646,0.00001,0.18635170603674542,0.06036745406824147,0.02099737532808399,0.015748031496062992,0.00001,0.00001,0.00001,0.028871391076115485,0.00001,0.09448818897637795,0.023622047244094488,0.023622047244094488,0.10761154855643044,0.01837270341207349,0.00001,0.10498687664041995,0.00001,0.24934383202099739,0.015748031496062992,0.00001,0.023622047244094488,0.06561679790026247
0.14963942307692307,0.004206730769230769,0,0.00001,0.07151442307692307,0.0078125,0.051682692307692304,0.025841346153846152,0.006610576923076923,0.21394230769230768,0.004807692307692308,0.029447115384615384,0.027644230769230768,0.17427884615384615,0.00001,0.003605769230769231,0.26322115384615385,0.05709134615384615,0.00001,0.1310096153846154,0.019831730769230768,0.06490384615384616,0.006610576923076923,0.020432692307692308,0.00001,0.03125,0.007211538461538462,0.00001,0.14903846153846154,0.2512019230769231,0.00001,0.2578125,0.004206730769230769,0.01201923076923077,0.1466346153846154,0.028846153846153848,0.018629807692307692,0.004206730769230769,0.20252403846153846,0.07872596153846154,0.005408653846153846,0.00001,0.2530048076923077,0.078125,0.010817307692307692,0.031850961538461536,0.25721153846153844,0.09795673076923077,0.0751201923076923,0.17487980769230768,0.203125,0.14423076923076922,0.040865384615384616,0.01141826923076923,0.03786057692307692,0.040865384615384616,0.014423076923076924,0.006610576923076923,0.017427884615384616,0.010817307692307692,0.3016826923076923,0.04026442307692308,0.0078125,0.20973557692307693,0.0078125,0.34555288461538464,0.18028846153846154,0.12920673076923078,0.04266826923076923,0.19591346153846154,0.01141826923076923,0.0078125,0.003605769230769231,0.2049278846153846,0.010216346153846154,0.00001,0.15925480769230768,0.006009615384615385,0.013822115384615384,0.00001,0.004206730769230769,0.012620192307692308,0.03786057692307692,0.003605769230769231,0.01201923076923077,0.014423076923076924,0.13822115384615385,0.09615384615384616,0.010216346153846154,0.006009615384615385,0.014423076923076924,0.04266826923076923,0.00001,0.10036057692307693,0.08473557692307693,0.00001,0.00001,0.060697115384615384,0.05709134615384615,0.06971153846153846,0.1580528846153846,0.003605769230769231,0.003605769230769231,0.006610576923076923,0.10036057692307693,0.039663461538461536,0.009615384615384616,0.0967548076923077,0.00001,0.0811298076923077,0.03786057692307692,0.0078125,0.021634615384615384,0.003605769230769231,0.004206730769230769,0.00001,0.048677884615384616,0.00001,0.14963942307692307,0.034254807692307696,0.019230769230769232,0.20612980769230768,0.004807692307692308,0.00001,0.10516826923076923,0.00001,0.10516826923076923,0.02283653846153846,0.003605769230769231,0.01201923076923077,0.06009615384615385
0.038910505836575876,0.00001,0.00001,0,0.17120622568093385,0.0311284046692607,0.038910505836575876,0.00001,0.00001,0.07003891050583658,0.038910505836575876,0.023346303501945526,0.023346303501945526,0.05058365758754864,0.00001,0.00001,0.10894941634241245,0.10894941634241245,0.00001,0.042801556420233464,0.8988326848249028,0.042801556420233464,0.023346303501945526,0.038910505836575876,0.00001,0.027237354085603113,0.00001,0.00001,0.023346303501945526,0.10116731517509728,0.00001,0.10116731517509728,0.023346303501945526,0.027237354085603113,0.042801556420233464,0.027237354085603113,0.027237354085603113,0.027237354085603113,0.08949416342412451,0.0311284046692607,0.00001,0.023346303501945526,0.08560311284046693,0.038910505836575876,0.06614785992217899,0.03501945525291829,0.042801556420233464,0.03501945525291829,0.04669260700389105,0.07782101167315175,0.1245136186770428,0.07782101167315175,0.042801556420233464,0.038910505836575876,0.0311284046692607,0.038910505836575876,0.00001,0.027237354085603113,0.027237354085603113,0.023346303501945526,0.1867704280155642,0.023346303501945526,0.03501945525291829,0.0933852140077821,0.023346303501945526,0.15953307392996108,0.0622568093385214,0.054474708171206226,0.042801556420233464,0.06614785992217899,0.027237354085603113,0.027237354085603113,0.00001,0.038910505836575876,0.00001,0.00001,0.054474708171206226,0.00001,0.023346303501945526,0.00001,0.00001,0.0311284046692607,0.027237354085603113,0.00001,0.023346303501945526,0.027237354085603113,0.07782101167315175,0.05058365758754864,0.00001,0.023346303501945526,0.023346303501945526,0.023346303501945526,0.00001,0.042801556420233464,0.027237354085603113,0.00001,0.00001,0.03501945525291829,0.027237354085603113,0.0311284046692607,0.07392996108949416,0.00001,0.00001,0.00001,0.07003891050583658,0.0311284046692607,0.00001,0.11673151750972763,0.00001,0.08171206225680934,0.0311284046692607,0.023346303501945526,0.0311284046692607,0.00001,0.00001,0.00001,0.038910505836575876,0.00001,0.0311284046692607,0.00001,0.8910505836575876,0.2178988326848249,0.038910505836575876,0.00001,0.07003891050583658,0.00001,0.09727626459143969,0.00001,0.8793774319066148,0.023346303501945526,0.1245136186770428
0.03329928874412271,0.0001380186049079416,0.0005474737994681684,0.00020242728719831434,0,0.002001269771165153,0.1103504752440629,0.005792180785969949,0.0020702790736191238,0.07761706278006275,0.010181172422042492,0.005295313808301359,0.00640406326772849,0.06316651484620127,0.00001,0.00023923224850709874,0.14553141763509722,0.7076397898436709,0.00041865643488742284,0.046604282257248275,0.008308720015458083,0.022538438181466863,0.002176093337381879,0.013212981109853607,0.00001,0.003758706673659609,0.00959689366126554,0.0006578886833945216,0.006105022957094616,0.14426164646994416,0.0005152694583229819,0.12907499930990698,0.0014031891498974061,0.004904261094395524,0.06880687516677247,0.009012614900488585,0.01958944065660051,0.006123425437749009,0.16146796588180087,0.06208536910775572,0.006795115981634324,0.0030686136491199015,0.13838665452102944,0.031845492772425724,0.04849053652432348,0.01769858576936171,0.06163450833172312,0.03716380968154507,0.02337575105124171,0.17113386884552037,0.17597372125762553,0.10215677073269477,0.02072119321684563,0.023279138027806148,0.016635842511570558,0.037499654953487734,0.0030226074474839206,0.0037863103946411975,0.017422548559545826,0.018112641584085536,0.27298239802725405,0.015697315998196557,0.020707391356354837,0.13485337823538612,0.007434602184374453,0.20798483635594078,0.048895391098720105,0.03599065153982757,0.021024834147643102,0.1465251515904344,0.00363909054940606,0.04006680100477544,0.00003680496130878442,0.05487159669123398,0.015609904215088195,0.00006440868229037274,0.14535199344871688,0.00503307845897627,0.0016332201580773087,0.0008925203117380223,0.0004692632566870014,0.026642191367396324,0.009905135212226608,0.002327913802780615,0.0087457789309999,0.011901804363228163,0.09931818809175477,0.09362262032922038,0.005023877218649074,0.0027327683771772434,0.010093760638934128,0.035627202546903325,0.00004600620163598053,0.0812929582907776,0.03367653959753775,0.0005060682179957858,0.0005060682179957858,0.03244357339369347,0.04091331511487749,0.01834267259226544,0.11559518223056468,0.002580947911778508,0.00038645209374223643,0.0008281116294476496,0.08327122496112475,0.17876169707676595,0.011713178936520643,0.7967215980714201,0.001476799072514975,0.03357992657410219,0.016635842511570558,0.008975809939179801,0.0210294347678067,0.00010581426376275522,0.002507337989160939,0.00011041488392635327,0.04014501154755661,0.0004048545743966287,0.022133583607070233,0.004517809000653288,0.038520992629806496,0.20398229681361046,0.010093760638934128,0.0036620936502240503,0.05730992537794095,0.00009661302343555911,0.05933419824992409,0.005782979545642753,0.00311922047091948,0.010070757538116138,0.7131237290786798
0.046462619167084794,0.00001,0.0013045659809332664,0.0008028098344204717,0.043652784746613146,0,0.021575514300050176,0.11590566984445559,0.002709483191169092,0.07255393878575013,0.0013045659809332664,0.013246362267937782,0.00672353236327145,0.13166081284495734,0.00001,0.0011038635223281485,0.10577019568489714,0.024385348720521827,0.00001,0.07014550928248871,0.025087807325639738,0.020471650777722027,0.002609131961866533,0.005418966382338184,0.00001,0.007124937280481686,0.0019066733567486202,0.0006021073758153537,0.007024586051179127,0.09844455594581034,0.0006021073758153537,0.12844957350727546,0.0014049172102358254,0.00672353236327145,0.07074761665830406,0.01154039136979428,0.009232313095835424,0.0036126442548921225,0.09513296537882589,0.04897139989964877,0.0029101856497742097,0.0014049172102358254,0.0907175112895133,0.022880080280983442,0.008931259407927748,0.009934771700953337,0.047566482689412944,0.023281485198193678,0.024786753637732063,0.07134972403411942,0.10627195183140993,0.05629703963873557,0.017962870045158053,0.018765679879578525,0.021575514300050176,0.02308078273958856,0.002508780732563974,0.004515805318615153,0.023281485198193678,0.004014049172102358,0.11169091821374812,0.014149523331660812,0.007225288509784245,0.07927747114902157,0.01826392373306573,0.12995484194681384,0.07034621174109383,0.03361766181635725,0.016156547917711993,0.06312092323130958,0.0012042147516307074,0.002609131961866533,0.0007024586051179127,0.05689914701455093,0.011138986452584045,0.00001,0.06151530356246864,0.026793778223783243,0.03341695935775213,0.0011038635223281485,0.00001,0.007425990968389363,0.011038635223281485,0.0008028098344204717,0.006221776216758655,0.004515805318615153,0.05368790767686904,0.04435524335173106,0.0032112393376818866,0.002609131961866533,0.005920722528850978,0.0251881585549423,0.0006021073758153537,0.07295534370296036,0.01635725037631711,0.00001,0.00001,0.02579026593075765,0.04525840441545409,0.034420471650777724,0.07606623181133969,0.0009031610637230306,0.00001,0.012042147516307075,0.04134470647265429,0.01635725037631711,0.010436527847466131,0.04224786753637732,0.0006021073758153537,0.043552433517310585,0.021575514300050176,0.00863020572002007,0.01445057701956849,0.00001,0.0007024586051179127,0.00001,0.02599096838936277,0.00001,0.029904666332162568,0.011440040140491721,0.007927747114902158,0.06803813346713497,0.0013045659809332664,0.00001,0.05087807325639739,0.00001,0.05087807325639739,0.007124937280481686,0.0008028098344204717,0.004114400401404917,0.02609131961866533
0.07181157696319748,0.0002013066632505536,0.0007869260472521641,0.00009150302875025163,0.21947916476035356,0.0019673151181304103,0,0.011154219204655674,0.0019490145123803597,0.21856413447285106,0.0019947660267554857,0.011053565873030398,0.009946379225152353,0.10788207089654668,0.00001,0.0001738557546254781,0.27951430192339366,0.05051882217301393,0.00013725454312537745,0.09773438500814377,0.008317625313397874,0.04710575920062954,0.001171238768003221,0.007732005929396263,0.00006405212012517614,0.006945079882144099,0.0015921527002543785,0.00029280969200080523,0.007027432608019325,0.31434950496861447,0.0002470581776256794,0.19427923064253427,0.001171238768003221,0.009260106509525466,0.12059184158995663,0.016095382757169263,0.020213019050930585,0.004392145380012078,0.657458411873433,0.08719323609611478,0.004648353860512783,0.0009973830133777428,0.26736269970536025,0.06468349102355288,0.019005179071427264,0.016543747598045496,0.08808996577786725,0.04159727686986439,0.03989532053510971,0.18478121625825814,0.21329356001683655,0.13075782808410957,0.01906923119155244,0.024129348681441357,0.01617773548304449,0.031193382500960782,0.003760774481635342,0.0035045660011346377,0.006990831396519225,0.014247021576414179,0.27340189960287686,0.020350273594055963,0.008948996211774609,0.2653404827699797,0.010321541643028384,0.29358746774518235,0.08319455373972878,0.071271709093571,0.19838771663342056,0.33696905367567664,0.004886261735263437,0.02929011950295555,0.00006405212012517614,0.10349907581940962,0.009488864081401094,0.0001006533316252768,0.16095382757169263,0.0037973756931354427,0.0026993393481324233,0.0007777757443771389,0.00001,0.019590798455428875,0.02291235839906301,0.0006496715041267866,0.0038339769046355433,0.014713687023040463,0.12722581117434986,0.12173562944933478,0.008033965924272093,0.0031111029775085556,0.007951613198396866,0.059605072927913914,0.00005490181725015098,0.1004703255677763,0.06076716139304211,0.0004026133265011072,0.0004026133265011072,0.041816884138864995,0.08383507494098055,0.040114927804110315,0.18875244770601907,0.0010431345277528686,0.00001,0.0011254872536280952,0.0925461632780045,0.33157037497941183,0.04504694105374888,0.8466775250260784,0.0005124169610014091,0.04193583807624032,0.01617773548304449,0.011941145251907839,0.02412019837856633,0.00013725454312537745,0.002351627838881467,0.00014640484600040262,0.03325220064784144,0.0004758157495013085,0.046190728913127026,0.009918928316527277,0.02275680325018758,0.3177351170323738,0.0019947660267554857,0.0003477115092509562,0.08340501070585436,0.00001,0.05840638325128562,0.012481013121534323,0.001171238768003221,0.0030470508573833795,0.055405083908277364
0.057311078701453036,0.0005941770647653001,0.0023226921622643546,0.00001,0.06800626586722844,0.062388591800356503,0.06584562199535461,0,0.005725706260465618,0.18403284178685247,0.0009182736455463728,0.007400205261167828,0.01118133203694701,0.13125911521633446,0.00001,0.0004321287743747637,0.14903041106249662,0.0411062496623994,0.00032409658078107277,0.08642575487495274,0.010965267649759629,0.03754118727380759,0.002862853130232809,0.028736563495921786,0.00001,0.016474909523037866,0.0030249014206233456,0.0004861448711716091,0.010209042294603793,0.1593474855506941,0.0004321287743747637,0.13612056392805055,0.0016204829039053639,0.006968076486793064,0.08367093393831362,0.009074704261870037,0.014368281747960893,0.002700804839842273,0.16534327229514395,0.06622373467293254,0.0033489980014044184,0.0015664668071085183,0.1397396424134392,0.034948414627559016,0.009344784745854264,0.017447199265381085,0.08010587154972182,0.03527251120834009,0.035650623885918005,0.11737697833954519,0.13703883757359694,0.0803219359369092,0.02009398800842651,0.02711608059201642,0.01236968616647761,0.023929130881002538,0.004213255550153946,0.005185545292497164,0.009830929617025874,0.009560849133041647,0.18111597255982284,0.019337762653270675,0.007832334035542591,0.13314967860422405,0.01852752120131799,0.20590936098957488,0.08858639874682656,0.06454923567223032,0.0411062496623994,0.19510614163020581,0.0038351428725760276,0.007724301841948901,0.00032409658078107277,0.09436612110408901,0.010101010101010102,0.0003781126775779182,0.10263058391400637,0.015988764651866254,0.011937557392102846,0.0009182736455463728,0.0003781126775779182,0.01236968616647761,0.019931939718035974,0.0006481931615621455,0.006211851131637228,0.008642575487495273,0.07821530816183223,0.08226651542159563,0.008696591584292118,0.0032409658078107278,0.009128720358666883,0.0321935936909199,0.00032409658078107277,0.08361691784151677,0.03592070436990223,0.0004861448711716091,0.0004861448711716091,0.03489439853076217,0.04850645492356722,0.07135526386863285,0.14335872089882784,0.0006481931615621455,0.00001,0.0053475935828877,0.05461027386161076,0.05315183924809593,0.024199211364986765,0.09679684545994706,0.0004861448711716091,0.05099119537622211,0.01236968616647761,0.012531734456868147,0.021552422621941337,0.00032409658078107277,0.0021606438718738182,0.0010803219359369091,0.025927726462485822,0.0004321287743747637,0.04710203640684924,0.0225787284610814,0.015016474909523039,0.11991573488899693,0.0009182736455463728,0.00032409658078107277,0.06454923567223032,0.00001,0.0642791551882461,0.01236968616647761,0.0008642575487495274,0.003619078485388646,0.04326689353427322
0.2599388379204893,0.002675840978593272,0.004204892966360856,0.00001,0.1720183486238532,0.010321100917431193,0.08142201834862385,0.040519877675840976,0,0.08256880733944955,0.004204892966360856,0.01529051987767584,0.013379204892966361,0.23470948012232415,0.00001,0.002675840978593272,0.21750764525993885,0.10321100917431193,0.0030581039755351682,0.10397553516819572,0.015672782874617736,0.06804281345565749,0.005733944954128441,0.5787461773700305,0.00001,0.08409785932721713,0.008409785932721712,0.00001,0.009938837920489297,0.22553516819571864,0.002675840978593272,0.261085626911315,0.002675840978593272,0.012232415902140673,0.1551987767584098,0.02599388379204893,0.01643730886850153,0.005351681957186544,0.15061162079510704,0.06918960244648319,0.008027522935779817,0.002675840978593272,0.20833333333333334,0.05389908256880734,0.017201834862385322,0.029434250764525993,0.5007645259938838,0.10015290519877676,0.04319571865443425,0.15787461773700306,0.22515290519877676,0.28019877675840976,0.046636085626911315,0.0095565749235474,0.0290519877675841,0.04510703363914373,0.014143730886850153,0.004969418960244648,0.022553516819571864,0.020642201834862386,0.26337920489296635,0.04625382262996942,0.009938837920489297,0.22515290519877676,0.02522935779816514,0.33256880733944955,0.2018348623853211,0.22629969418960244,0.03363914373088685,0.1162079510703364,0.006880733944954129,0.03058103975535168,0.002675840978593272,0.2916666666666667,0.0095565749235474,0.0022935779816513763,0.14029051987767585,0.0045871559633027525,0.004969418960244648,0.002675840978593272,0.00001,0.026376146788990827,0.059250764525993885,0.0030581039755351682,0.009174311926605505,0.03172782874617737,0.27293577981651373,0.14870030581039756,0.0095565749235474,0.00382262996941896,0.01261467889908257,0.027522935779816515,0.00001,0.07912844036697247,0.1154434250764526,0.002675840978593272,0.002675840978593272,0.046636085626911315,0.0577217125382263,0.052370030581039756,0.14296636085626913,0.002675840978593272,0.00001,0.00382262996941896,0.14029051987767585,0.12270642201834862,0.012232415902140673,0.1659021406727829,0.00001,0.06192660550458716,0.0290519877675841,0.005351681957186544,0.029434250764525993,0.002675840978593272,0.004204892966360856,0.00001,0.04434250764525994,0.002675840978593272,0.2966360856269113,0.12308868501529052,0.017201834862385322,0.11314984709480122,0.004204892966360856,0.002675840978593272,0.0963302752293578,0.00001,0.08256880733944955,0.040137614678899085,0.0030581039755351682,0.011850152905198776,0.10894495412844037
0.19016258292112428,0.0002971739713946087,0.003412707542467119,0.00017255262855170826,0.16172974423865946,0.006930863913493616,0.22897733808811688,0.03266037808198167,0.002070631542620499,0,0.001783043828367652,0.01923003182637371,0.026093791939874995,0.21907473446067718,0.00001,0.0004409678285210322,0.31806242570650717,0.06674910847808582,0.0002300701714022777,0.16079029103876682,0.022307220368879176,0.06511944476398634,0.0021569078568963534,0.06616434679243836,0.00006710379999233099,0.037482265424287745,0.003566087656735304,0.00012462134284290042,0.013507036312742053,0.3977529813259711,0.00018213888569346983,0.3118601173357874,0.001696767514091798,0.012864757084244028,0.17646382146554698,0.03157713102496262,0.018894512826412056,0.0042275393995168525,0.35310019555964567,0.09847003336017485,0.005301200199394149,0.0021281490854710688,0.29852563365159707,0.08548065493308793,0.009960121170290272,0.03150044096782852,0.2234077226887534,0.08017945473369378,0.09293876298937842,0.21803941868936694,0.24799647225737184,0.18101729360788374,0.04086621419532958,0.0043809195137850376,0.04818052839449365,0.06033590245024732,0.0092794969132252,0.0024924268568580084,0.013775451512711376,0.013995935426971893,0.30725871390774184,0.0359197055101806,0.007745695770543349,0.3033091759653361,0.014561524598335826,0.3604816135588021,0.2019345066912075,0.14150274166954255,0.04132635453813413,0.612293416158595,0.006144790827869167,0.034280455538939374,0.00031634648567813184,0.25347981134245945,0.010966678170175237,0.00014379385712642357,0.18974078760688676,0.00714176157061237,0.005473752827945857,0.0015146286283983282,0.00012462134284290042,0.019095824226389047,0.06040300625023966,0.0002971739713946087,0.004754783542313739,0.019076651712105524,0.17402891215153957,0.14426358372636988,0.011762337512941447,0.0032976724567659803,0.010036811227424364,0.06394992139269144,0.00006710379999233099,0.11568695118677863,0.08489589324744047,0.00047931285708807854,0.00047931285708807854,0.06202308370719736,0.1000805245599908,0.09710878484604471,0.27909429042524636,0.0011024195713025806,0.0002204839142605161,0.0023102879711645384,0.12487058552858622,0.12240691744315349,0.016622569883814563,0.2794873269680586,0.00024924268568580083,0.10194025844549254,0.04818052839449365,0.001763871314084129,0.029822845968020248,0.00026841519996932396,0.0027129107711185243,0.0004601403428045554,0.06549330879251505,0.0009873844856014419,0.1551056405537022,0.05067295525135166,0.02339046742589823,0.2230338586602247,0.001763871314084129,0.0006902105142068331,0.13261628129912956,0.00001,0.12299167912880095,0.028097319682503164,0.0014475248284059972,0.007966179684803865,0.07108209670616204
