Acute Cholecystitis,Acute bacterial sinusitis (disorder),Acute bronchitis (disorder),Acute deep venous thrombosis (disorder),Acute pulmonary embolism (disorder),Acute respiratory distress syndrome (disorder),Acute respiratory failure (disorder),Acute viral pharyngitis (disorder),Alcoholism,Alzheimer's disease (disorder),Anemia (disorder),Antepartum eclampsia,Appendicitis,Asthma,Atopic dermatitis,Atrial Fibrillation,Bacterial infectious disease (disorder),Bleeding from anus,COVID-19,Carcinoma in situ of prostate (disorder),Cardiac Arrest,Child attention deficit disorder,Chill (finding),Cholelithiasis,Chronic congestive heart failure (disorder),Chronic intractable migraine without aura,Chronic kidney disease stage 1 (disorder),Chronic kidney disease stage 2 (disorder),Chronic kidney disease stage 3 (disorder),Chronic kidney disease stage 4 (disorder),Chronic low back pain (finding),Chronic neck pain (finding),Chronic obstructive bronchitis (disorder),Chronic pain,Chronic sinusitis (disorder),Contact dermatitis,Coronary Heart Disease,Cough (finding),Cystitis,Diabetes,Diabetic retinopathy associated with type II diabetes mellitus (disorder),Diarrhea symptom (finding),Dyspnea (finding),End stage renal disease (disorder),Epilepsy (disorder),Escherichia coli urinary tract infection,Fatigue (finding),Fever (finding),Fibromyalgia (disorder),Gastroesophageal reflux disease (disorder),Gout,Headache (finding),Heart failure (disorder),Hemoptysis (finding),Hyperlipidemia,Hypoxemia (disorder),Idiopathic atrophic hypothyroidism,Injury of heart (disorder),Injury of kidney (disorder),Joint pain (finding),Loss of taste (finding),Major depression disorder,Malignant neoplasm of breast (disorder),Malignant tumor of colon,Metabolic syndrome X (disorder),Miscarriage in first trimester,Muscle pain (finding),Myocardial Infarction,Nasal congestion (finding),Nausea (finding),Neuropathy due to type 2 diabetes mellitus (disorder),Nonproliferative diabetic retinopathy due to type 2 diabetes mellitus (disorder),Opioid abuse (disorder),Osteoarthritis of hip,Osteoarthritis of knee,Osteoporosis (disorder),Overlapping malignant neoplasm of colon,Pain (finding),Perennial allergic rhinitis,Perennial allergic rhinitis with seasonal variation,Pneumonia (disorder),Polyp of colon,Preeclampsia,Primary malignant neoplasm of colon,Proliferative diabetic retinopathy due to type II diabetes mellitus (disorder),Pulmonary emphysema (disorder),Recurrent rectal polyp,Recurrent urinary tract infection,Respiratory distress (finding),Rheumatoid arthritis,Rupture of appendix,Seasonal allergic rhinitis,Secondary malignant neoplasm of colon,Seizure disorder,Sepsis caused by virus (disorder),Septic shock (disorder),Shock (disorder),Sinusitis (disorder),Smokes tobacco daily,Sore throat symptom (finding),Streptococcal sore throat (disorder),Stroke,Tubal pregnancy,Urinary tract infectious disease (disorder),Viral sinusitis (disorder),Vomiting symptom (finding),Wheezing (finding)
0,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,1,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.8571428571428571,0.00001,0.00001,0.00001,1,0.00001,0.00001,0.00001,0.00001,0.8571428571428571,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,1,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.8571428571428571,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,1,0.8571428571428571,0.00001,0.00001,0.00001,0.00001,1,0.00001,0.00001,0.00001,0.8571428571428571,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.8571428571428571,0.00001,0.00001,0.00001,0.00001
0.00001,0,0.002640845070422535,0.0035211267605633804,0.00001,0.004107981220657277,0.0035211267605633804,0.002347417840375587,0.018192488262910797,0.04225352112676056,0.43661971830985913,0.0017605633802816902,0.05252347417840376,0.0044014084507042256,0.008509389671361502,0.03609154929577465,0.0035211267605633804,0.006455399061032864,0.009976525821596244,0.026115023474178403,0.03667840375586855,0.00001,0.0035211267605633804,0.00001,0.01613849765258216,0.18720657276995306,0.07042253521126761,0.06338028169014084,0.1728286384976526,0.08421361502347417,0.13732394366197184,0.0892018779342723,0.01965962441314554,0.18339201877934272,0.6942488262910798,0.0017605633802816902,0.07012910798122066,0.01085680751173709,0.00001,0.1443661971830986,0.0443075117370892,0.0020539906103286387,0.003227699530516432,0.01232394366197183,0.002347417840375587,0.0017605633802816902,0.006455399061032864,0.01232394366197183,0.01936619718309859,0.003227699530516432,0.014377934272300469,0.0038145539906103286,0.0029342723004694834,0.00001,0.13497652582159625,0.025821596244131457,0.009976525821596244,0.002640845070422535,0.0017605633802816902,0.0035211267605633804,0.007922535211267605,0.011150234741784037,0.02640845070422535,0.005575117370892019,0.142018779342723,0.2068661971830986,0.0035211267605633804,0.0035211267605633804,0.00001,0.0020539906103286387,0.05575117370892019,0.025821596244131457,0.018192488262910797,0.019072769953051644,0.056338028169014086,0.06572769953051644,0.0067488262910798125,0.0017605633802816902,0.004694835680751174,0.0017605633802816902,0.004107981220657277,0.031103286384976527,0.0020539906103286387,0.0020539906103286387,0.012910798122065728,0.031396713615023476,0.01232394366197183,0.012910798122065728,0.004107981220657277,0.008509389671361502,0.02112676056338028,0.0020539906103286387,0.0020539906103286387,0.031103286384976527,0.0035211267605633804,0.007629107981220657,0.0029342723004694834,0.00001,0.02112676056338028,0.003227699530516432,0.0017605633802816902,0.061326291079812204,0.02699530516431925,0.00001,0.00001,0.0020539906103286387,0.003227699530516432
0.00001,0.00046521244701747133,0,0.0006202832626899617,0.0006719735345807919,0.0029980357696681482,0.0011888762534890934,0.0013956373410524139,0.007960301871187842,0.004083531479375581,0.3362969089217409,0.00036183190323581103,0.04941589992763362,0.0010854957097074331,0.004497053654502222,0.03132430476584307,0.00046521244701747133,0.002429442778869017,0.006202832626899617,0.015558771839139875,0.03701023467383439,0.00001,0.0014473276129432441,0.00001,0.011371859815982632,0.07774216892380854,0.015558771839139875,0.04946759019952445,0.15889589579241187,0.08492711671663393,0.15470898376925463,0.09898687067093973,0.013594541507288328,0.07588131913573866,0.22423239946242118,0.0009304248940349427,0.05442985630104415,0.00687480616148041,0.00031014163134498085,0.04068024397808333,0.008270443502532823,0.0006719735345807919,0.0020159206037423756,0.01064819600951101,0.0009304248940349427,0.00001,0.004600434198283883,0.008839036493331955,0.019228781143388815,0.0013956373410524139,0.005065646645301354,0.0014473276129432441,0.0007236638064716221,0.00001,0.11087563320583066,0.020727799028222887,0.005427478548537166,0.00046521244701747133,0.0005169027189083015,0.0019642303318515453,0.005013956373410524,0.006616354802026258,0.02088286984389538,0.002481133050759847,0.03835418174299597,0.20412488369688825,0.0019642303318515453,0.003980150935593921,0.0007236638064716221,0.0005685929907991316,0.01064819600951101,0.004600434198283883,0.009666080843585237,0.01814328543368138,0.05339605086322754,0.03597642923601778,0.0021709914194148663,0.0005685929907991316,0.0008787346221441124,0.0007236638064716221,0.002429442778869017,0.030652331231262278,0.0005685929907991316,0.0008270443502532823,0.0010854957097074331,0.018039904889899722,0.01426651504186912,0.009717771115476068,0.0019125400599607153,0.0014990178848340741,0.014938488576449912,0.0006202832626899617,0.0005685929907991316,0.027602605189703297,0.0012922567972707536,0.0051690271890830145,0.0006719735345807919,0.00041352217512664115,0.013077638788380027,0.0015507081567249044,0.00001,0.04533236844825804,0.025845135945415074,0.0007236638064716221,0.0011371859815982632,0.0005685929907991316,0.0020159206037423756
0.00001,0.0038473869830073742,0.0038473869830073742,0,0.00001,0.6033985251683232,0.8239820455274126,0.0028855402372555306,0.010259698621352998,0.05193972427059955,0.5216415517794165,0.00001,0.06829111894838089,0.004488618146841937,0.005771080474511061,0.11221545367104842,0.07502404616864379,0.008977236293683874,0.9990381532542482,0.02981724911830715,0.05033664636101314,0.00001,0.15742225072138505,0.00001,0.01827508816928503,0.0936197499198461,0.05610772683552421,0.1263225392754088,0.31260019236934916,0.19846104520679705,0.2215453671048413,0.13690285347867906,0.020198781660788714,0.08816928502725233,0.3013786470022443,0.00001,0.13529977556909265,0.7143315165117025,0.00001,0.10708560436037191,0.03879448541199102,0.0698941968579673,0.3574863738377685,0.03013786470022443,0.005129849310676499,0.00001,0.41391471625521,0.9163193331195896,0.033664636101314524,0.006091696056428343,0.009939083039435716,0.15389547932029496,0.3562039115100994,0.025008015389547934,0.23084321898044244,1,0.01923693491503687,0.31260019236934916,0.31324142353318374,0.17794164796409107,0.5206797050336647,0.009618467457518435,0.05706957358127605,0.004168002564924655,0.10420006412311639,0.2504007694773966,0.17794164796409107,0.014427701186277652,0.04232125681308112,0.07117665918563643,0.04873356845142674,0.025008015389547934,0.017313241423533184,0.028855402372555305,0.11702468739980763,0.13594100673292722,0.0038473869830073742,0.0038473869830073742,0.00001,0.00001,1,0.08047451106123758,0.00001,0.004168002564924655,0.007374158384097467,0.02981724911830715,0.043603719140750244,0.015389547932029497,1,0.008656620711766592,0.02404616864379609,0.00001,0.0028855402372555306,0.03142032702789355,0.8057069573581276,0.45206797050336645,0.00001,0.0038473869830073742,0.013145238858608528,0.12471946136582238,0.00001,0.12311638345623598,0.031740942609810835,0.0028855402372555306,0.0076947739660147485,0.07117665918563643,0.3574863738377685
0.00001,0.00001,0.004136175628380528,0.00001,0,0.6118358256442888,0.8281896277441935,0.0034998409163219855,0.017817371937639197,0.04804327076041998,0.5093859370028635,0.00001,0.05790645879732739,0.006363347120585428,0.005408845052497614,0.11804008908685969,0.0789055042952593,0.005408845052497614,0.9980909958638243,0.034998409163219855,0.047725103404390706,0.00001,0.14858415526566973,0.00001,0.018771874005727014,0.07922367165128857,0.042316258351893093,0.12185809735921095,0.31403118040089084,0.20299077314667516,0.2433980273623926,0.1501749920458161,0.02768055997454661,0.08081450843143494,0.29080496341075407,0.00001,0.12949411390391347,0.7044225262488069,0.00001,0.08685968819599109,0.03149856824689787,0.05695195672923958,0.3865733375755647,0.03181673560292714,0.004772510340439071,0.00001,0.3738466433343939,0.9147311485841553,0.03149856824689787,0.0066815144766146995,0.014317531021317213,0.14444797963728923,0.3748011454024817,0.030544066178810055,0.2666242443525294,1,0.016862869869551385,0.3226216990136812,0.3156220171810372,0.18644607063315305,0.5202036271078587,0.007954183900731784,0.053452115812917596,0.006045179764556157,0.08685968819599109,0.23067133312122176,0.18644607063315305,0.008908685968819599,0.03627107858733694,0.07476932866687878,0.047725103404390706,0.018771874005727014,0.016226535157492842,0.044861597200127265,0.10340439070951321,0.14508431434934776,0.006999681832643971,0.004772510340439071,0.0022271714922048997,0.00001,1,0.07986000636334713,0.00001,0.003181673560292714,0.0066815144766146995,0.032453070314985684,0.044861597200127265,0.01654470251352211,1,0.004454342984409799,0.015590200445434299,0.0022271714922048997,0.00001,0.03658924594336621,0.8186446070633153,0.4517976455615654,0.003181673560292714,0.002545338848234171,0.0200445434298441,0.13967546929685015,0.0022271714922048997,0.15049315940184538,0.030225898822780782,0.0022271714922048997,0.007317849188673242,0.07476932866687878,0.3865733375755647
0.00001,0.0022868343678536427,0.009474028095393662,0.3074158771643254,0.31411303495589676,0,0.7102254165305456,0.003430251551780464,0.018458020254818686,0.04998366546880104,0.5269519764782751,0.00001,0.05815093106827834,0.0044103234237177396,0.0044103234237177396,0.11287161058477621,0.05962103887618425,0.006207121855602744,0.711858869650441,0.05227049983665469,0.047860176412936946,0.00001,0.1096047043449853,0.00001,0.027768703038222802,0.1056844168572362,0.09245344658608298,0.11221822933681803,0.27801372100620714,0.18931721659588369,0.19977131656321465,0.1331264292714799,0.02025481868670369,0.12283567461613852,0.28552760535772626,0.00001,0.11875204181639987,0.5093106827834041,0.00001,0.12381574648807579,0.03495589676576282,0.0416530545573342,0.26706958510290757,0.023358379614505063,0.00277687030382228,0.00001,0.2789937928781444,0.6535445932701731,0.023031688990525972,0.004083632799738647,0.0099640640313623,0.10666448872917347,0.3619732113688337,0.02319503430251552,0.23538059457693564,0.7115321790264619,0.013884351519111401,0.3335511270826527,0.3315909833387782,0.1337798105194381,0.36409670042469783,0.006697157791571382,0.05733420450833061,0.009474028095393662,0.1231623652401176,0.25677883044756616,0.1337798105194381,0.010454099967330937,0.028095393662201894,0.04916693890885332,0.04949362953283241,0.02515517804639007,0.042306435805292385,0.02907546553413917,0.09947729500163345,0.12381574648807579,0.004083632799738647,0.002123489055864097,0.0011434171839268213,0.00001,0.7115321790264619,0.08526625285854296,0.0011434171839268213,0.0029402156158118264,0.00555374060764456,0.03462920614178373,0.05112708265272787,0.017641293694870958,0.7115321790264619,0.005063704671675923,0.016824567134923227,0.0011434171839268213,0.0013067624959163672,0.028748774910160077,0.7103887618425351,0.6076445606011107,0.0014701078079059132,0.002123489055864097,0.024828487422410978,0.09735380594576935,0.001633453119895459,0.14080365893498856,0.024828487422410978,0.0014701078079059132,0.010290754655341391,0.04916693890885332,0.26706958510290757
0.00001,0.0018776404318572994,0.0035988108277264902,0.40212799248943826,0.40729150367704586,0.6803317164762948,0,0.002816460647785949,0.012830542951024879,0.05539039273979033,0.5399780941949617,0.00001,0.06493506493506493,0.004850571115631357,0.00547645125958379,0.12173368799874824,0.06884681583476764,0.007510561727429197,0.9981223595681427,0.037709278673134096,0.04631513065248005,0.00001,0.14895947426067907,0.00001,0.017837584102644344,0.08746675011735253,0.05445157252386168,0.13331247066186824,0.3343764669065874,0.21733687998748238,0.24127679549366296,0.14817712408073855,0.025191675794085433,0.08590204975747144,0.3041777499608825,0.001095290251916758,0.14442184321702395,0.706618682522297,0.00001,0.09716789234861524,0.03536222813331247,0.06149272414332655,0.37161633547175715,0.03145047723360976,0.0037552808637145987,0.00001,0.3911750899702707,0.9198873415740886,0.03098106712564544,0.005319981223595682,0.013299953058989204,0.15052417462056017,0.38053512752307933,0.029572836801752465,0.26584259114379594,1,0.016898763886715695,0.34110467845407605,0.33953997809419495,0.18072289156626506,0.5130652480050071,0.008449381943357847,0.05679862306368331,0.005319981223595682,0.09654201220466281,0.2439367861054608,0.18072289156626506,0.01361289313096542,0.037709278673134096,0.06837740572680331,0.05022688155218276,0.022218745110311376,0.016585823814739477,0.03755280863714599,0.10984196526365202,0.14661242372085745,0.0035988108277264902,0.0031294007197621657,0.0012517602879048662,0.00001,1,0.0849632295415428,0.00001,0.0029729306837740573,0.0068846815834767644,0.03145047723360976,0.048505711156313566,0.016898763886715695,1,0.0059458613675481145,0.01924581442653732,0.001095290251916758,0.0014082303238929744,0.03473634798936004,0.903145047723361,0.48818651228289783,0.0015647003598810829,0.002659990611797841,0.016272883742763262,0.13253012048192772,0.0012517602879048662,0.1514629948364888,0.03364105773744328,0.0014082303238929744,0.0068846815834767644,0.06837740572680331,0.37161633547175715
0.00001,0.0010806429825746318,0.003647170066189383,0.001215723355396461,0.0014858841010401188,0.002836687829258409,0.002431446710792922,0,0.012157233553964608,0.019451573686343374,0.37673915980008105,0.0008104822369309739,0.05484263136566257,0.0047278130487640145,0.01202215318114278,0.035391057679319195,0.0010806429825746318,0.002566527083614751,0.0067540186410914495,0.02931244090233689,0.03593137917060651,0.00001,0.001756044846683777,0.00001,0.010401188707280832,0.18654599486694584,0.030528164257733352,0.05862488180467378,0.17317303795758476,0.098743752532757,0.1491287315952992,0.09455626097528029,0.01972173443198703,0.18519519113872754,0.24233418884236121,0.0016209644738619479,0.06078616776982305,0.006483857895447791,0.0008104822369309739,0.08158854518438471,0.026205592327434822,0.00001,0.0021612859651492637,0.014318519519113873,0.001756044846683777,0.0010806429825746318,0.005538295285694989,0.008239902742131568,0.016749966229906793,0.0022963663379710927,0.015129001756044846,0.00135080372821829,0.00135080372821829,0.0009455626097528029,0.1333243279751452,0.02566527083614751,0.007699581250844252,0.0010806429825746318,0.0008104822369309739,0.002026205592327435,0.005133054167229502,0.009455626097528029,0.028772119411049575,0.002836687829258409,0.07821153586383899,0.20532216668918007,0.002026205592327435,0.0037822504390112115,0.0009455626097528029,0.001215723355396461,0.033499932459813586,0.01337295690936107,0.014453599891935702,0.016479805484263137,0.05646359583952452,0.04889909496150209,0.0033770093205457248,0.00135080372821829,0.00270160745643658,0.0022963663379710927,0.003512089693367554,0.03174388761312981,0.00001,0.00001,0.0032419289477238957,0.025800351208969338,0.01607456436579765,0.010941510198568148,0.00270160745643658,0.004997973794407673,0.017020126975550453,0.0018911252195056058,0.00135080372821829,0.02674591381872214,0.0022963663379710927,0.007834661623666082,0.00001,0.001215723355396461,0.0186410914494124,0.0014858841010401188,0.00001,0.05146562204511684,0.023233824125354584,0.00001,0.004187491557476698,0.001215723355396461,0.0021612859651492637
0.00001,0.0026933101650738487,0.006689834926151173,0.0013900955690703736,0.0024326672458731538,0.004908774978279757,0.003562119895742832,0.003909643788010426,0,0.03887923544743701,0.7983492615117289,0.00001,0.08379669852302346,0.000738488271068636,0.0003475238922675934,0.08748913987836664,0.0003475238922675934,0.004648132059079062,0.004821894005212858,0.2628149435273675,0.057602085143353604,0.00001,0.001259774109470026,0.00001,0.01585577758470895,0.18979148566463944,0.460251954821894,0.176498696785404,0.26159860990443096,0.1473501303214596,0.04952215464813206,0.02263249348392702,0.018766290182450043,0.1870112945264987,0.2915291051259774,0.00001,0.08979148566463944,0.004039965247610773,0.00001,0.615377932232841,0.13900955690703737,0.0006516072980017377,0.0017376194613379669,0.01859252823631625,0.00001,0.00026064291920069505,0.0016941789748045179,0.004517810599478714,0.008123370981754996,0.00001,0.004908774978279757,0.0008688097306689834,0.0015204170286707212,0.0003040834057341442,0.22202432667245872,0.011164205039096438,0.0011728931364031277,0.0014335360556038228,0.0013466550825369243,0.0008253692441355343,0.002519548218940052,0.05334491746307558,0.018245004344048653,0.001998262380538662,0.6139443961772372,0.04526498696785404,0.0008253692441355343,0.009643788010425716,0.0004344048653344917,0.001259774109470026,0.173501303214596,0.04270199826238054,0.1473501303214596,0.038792354474370114,0.07958297132927888,0.06416159860990443,0.004561251086012163,0.00001,0.00001,0.00001,0.004039965247610773,0.04891398783666377,0.00001,0.0005647263249348392,0.01055603822762815,0.021980886185925284,0.0235881841876629,0.004300608166811468,0.004039965247610773,0.006472632493483927,0.03318853171155517,0.00001,0.0004344048653344917,0.030668983492615116,0.003562119895742832,0.01833188531711555,0.0003475238922675934,0.0023023457862728063,0.22258905299739357,0.0008688097306689834,0.0007819287576020851,0.12419635099913119,0.00994787141615986,0.00001,0.00947002606429192,0.001259774109470026,0.0017376194613379669
0.00001,0.007871863554365057,0.004318591811075275,0.00885584649866069,0.008254523588257803,0.016727710053025747,0.019351664571147432,0.007871863554365057,0.04892581861914393,0,0.6679057563002241,0.00001,0.07204941781009129,0.0006013229104028864,0.00043732575302028097,0.20505111244738425,0.0012026458208057728,0.0025692887989941507,0.023342262067457497,0.16913573498059367,0.07505603236210573,0.00001,0.004701251844968021,0.00001,0.05761766796042202,0.2885803312742579,0.1425681954846116,0.19116601978899034,0.41108620783906413,0.30607336139506913,0.08478653036680697,0.05220576176679604,0.02049964467282567,0.2807631334390204,0.3413327502323293,0.00001,0.20062318919805391,0.0172743672443011,0.00001,0.25195429945880937,0.12791778275843219,0.0015306401355709835,0.008090526430875199,0.03263543431913847,0.0014759744164434482,0.00001,0.010878478106379489,0.022248947684906796,0.010003826600338928,0.0015306401355709835,0.028152845350680588,0.003170611709397037,0.009019843656043296,0.0012573115399333078,0.4185754113595364,0.03946864921008036,0.02410758213524299,0.008363855026512873,0.007707866396982452,0.005357240474498442,0.013830426939266387,0.002186628765101405,0.1282457770731974,0.0070518777674520305,0.25222762805444704,0.28223910785546386,0.005357240474498442,0.022358279123161864,0.0014759744164434482,0.0012026458208057728,0.13332968895205816,0.10238889192587329,0.029519488328868967,0.056852347892636525,0.10730880664735144,0.2750232329306292,0.0037719346197999234,0.00001,0.00001,0.00001,0.022139616246651724,0.11091674410976876,0.00001,0.0037719346197999234,0.03285409719564861,0.031542119936587766,0.05242442464330618,0.016399715738260538,0.021264964740611163,0.00426392609194774,0.019023670256382224,0.00001,0.00001,0.04154594653692669,0.02006231891980539,0.017110370086918493,0.0018039687312086591,0.010167823757721533,0.06587219154867982,0.0033892745859071777,0.0013119772590608429,0.22445744273765922,0.05154977313726562,0.00001,0.06013229104028864,0.0012026458208057728,0.008090526430875199
