Acute bacterial sinusitis (disorder),Acute bronchitis (disorder),Acute deep venous thrombosis (disorder),Acute pulmonary embolism (disorder),Acute respiratory distress syndrome (disorder),Acute respiratory failure (disorder),Acute viral pharyngitis (disorder),Alcoholism,Alzheimer's disease (disorder),Anemia (disorder),Antepartum eclampsia,Appendicitis,Asthma,Atopic dermatitis,Atrial Fibrillation,Bacterial infectious disease (disorder),Bleeding from anus,COVID-19,Carcinoma in situ of prostate (disorder),Cardiac Arrest,Child attention deficit disorder,Chill (finding),Chronic congestive heart failure (disorder),Chronic intractable migraine without aura,Chronic kidney disease stage 1 (disorder),Chronic kidney disease stage 2 (disorder),Chronic kidney disease stage 3 (disorder),Chronic low back pain (finding),Chronic neck pain (finding),Chronic obstructive bronchitis (disorder),Chronic pain,Chronic sinusitis (disorder),Contact dermatitis,Coronary Heart Disease,Cough (finding),Cystitis,Diabetes,Diabetic retinopathy associated with type II diabetes mellitus (disorder),Diarrhea symptom (finding),Dyspnea (finding),Epilepsy (disorder),Escherichia coli urinary tract infection,Fatigue (finding),Fever (finding),Fibromyalgia (disorder),Gastroesophageal reflux disease (disorder),Gout,Headache (finding),Heart failure (disorder),Hemoptysis (finding),Hyperlipidemia,Hypoxemia (disorder),Idiopathic atrophic hypothyroidism,Injury of heart (disorder),Injury of kidney (disorder),Joint pain (finding),Loss of taste (finding),Major depression disorder,Malignant neoplasm of breast (disorder),Malignant tumor of colon,Metabolic syndrome X (disorder),Miscarriage in first trimester,Muscle pain (finding),Myocardial Infarction,Nasal congestion (finding),Nausea (finding),Neuropathy due to type 2 diabetes mellitus (disorder),Nonproliferative diabetic retinopathy due to type 2 diabetes mellitus (disorder),Opioid abuse (disorder),Osteoarthritis of hip,Osteoarthritis of knee,Osteoporosis (disorder),Overlapping malignant neoplasm of colon,Pain (finding),Perennial allergic rhinitis,Perennial allergic rhinitis with seasonal variation,Pneumonia (disorder),Polyp of colon,Preeclampsia,Primary malignant neoplasm of colon,Proliferative diabetic retinopathy due to type II diabetes mellitus (disorder),Pulmonary emphysema (disorder),Recurrent rectal polyp,Recurrent urinary tract infection,Respiratory distress (finding),Rheumatoid arthritis,Rupture of appendix,Seasonal allergic rhinitis,Secondary malignant neoplasm of colon,Seizure disorder,Sepsis caused by virus (disorder),Septic shock (disorder),Shock (disorder),Sinusitis (disorder),Smokes tobacco daily,Sore throat symptom (finding),Streptococcal sore throat (disorder),Stroke,Tubal pregnancy,Urinary tract infectious disease (disorder),Viral sinusitis (disorder),Vomiting symptom (finding),Wheezing (finding)
0,0.0023952095808383233,0.0011976047904191617,0.0032934131736526945,0.0032934131736526945,0.005089820359281437,0.0032934131736526945,0.013173652694610778,0.03802395209580838,0.34910179640718564,0,0.04251497005988024,0.0029940119760479044,0.010479041916167664,0.03473053892215569,0.0005988023952095808,0.002694610778443114,0.010479041916167664,0.03502994011976048,0.04640718562874251,0,0.0011976047904191617,0.01437125748502994,0.20029940119760478,0.04491017964071856,0.0074850299401197605,0,0.15239520958083833,0.09221556886227544,0.018862275449101795,0.20688622754491018,0.6856287425149701,0,0.03952095808383234,0.008383233532934131,0.0002994011976047904,0.1122754491017964,0.03173652694610778,0,0.004191616766467066,0.0002994011976047904,0,0.0038922155688622755,0.010179640718562874,0.018263473053892216,0.0005988023952095808,0.01407185628742515,0.002694610778443114,0.0014970059880239522,0,0.137125748502994,0.018263473053892216,0.0074850299401197605,0.0014970059880239522,0.0005988023952095808,0.0008982035928143712,0.004191616766467066,0.0038922155688622755,0.0281437125748503,0.0029940119760479044,0.11137724550898204,0.23053892215568864,0.0008982035928143712,0.0029940119760479044,0.0005988023952095808,0,0.04401197604790419,0.01976047904191617,0.010179640718562874,0.017664670658682633,0.06197604790419162,0.05419161676646707,0.0002994011976047904,0,0.0017964071856287425,0.0017964071856287425,0.005688622754491018,0.026347305389221556,0.0002994011976047904,0.0023952095808383233,0.004790419161676647,0.02215568862275449,0.009281437125748504,0.01437125748502994,0.005089820359281437,0.0029940119760479044,0.010179640718562874,0.0002994011976047904,0.0011976047904191617,0.024251497005988023,0.005089820359281437,0.005089820359281437,0.0002994011976047904,0,0.017365269461077845,0.002095808383233533,0.0002994011976047904,0.04970059880239521,0.030239520958083833,0,0,0,0.004191616766467066
0.0004266894234359166,0,0.0002133447117179583,0.00032001706757693745,0.0024534641847565202,0.0009600512027308123,0.0004800256013654062,0.007147047842551602,0.0028268174302629474,0.3031094991732892,0.000053336177929489575,0.051682756413675396,0.0012800682703077498,0.004053549522641207,0.027041442210251215,0.0002666808896474479,0.0017600938716731559,0.004693583657795083,0.015360819243692998,0.03738866072857219,0,0.000746706491012854,0.010400554696250466,0.07595071737159315,0.00880046935836578,0.0013334044482372393,0,0.1584617846285135,0.09904528241506214,0.01498746599818657,0.07643074297295856,0.22827884153821537,0.0008533788468718332,0.04901594751720092,0.005280281615019468,0.000053336177929489575,0.0440023467918289,0.008160435223211904,0.0004266894234359166,0.0015467491599551976,0.0004800256013654062,0.00010667235585897915,0.002880153608192437,0.0069337031308336445,0.020427756146994505,0.0009600512027308123,0.0058136433943143636,0.000746706491012854,0.00032001706757693745,0,0.10853912208651129,0.020534428502853485,0.007147047842551602,0.0004266894234359166,0.00032001706757693745,0.0011733959144487706,0.004266894234359166,0.006347005173609259,0.024321297135847245,0.001973438583391114,0.04218891674222625,0.19814390100805376,0.0011733959144487706,0.003893540988852739,0.00032001706757693745,0.0004266894234359166,0.01136060589898128,0.004000213344711718,0.007147047842551602,0.018987679342898287,0.05173609259160489,0.03941543548989279,0.001493412982025708,0.000746706491012854,0.00032001706757693745,0.0005333617792948957,0.0020801109392500935,0.026668088964744787,0.00032001706757693745,0.000373353245506427,0.0011733959144487706,0.017334257827084112,0.013067363592724946,0.00864046082457731,0.0012800682703077498,0.0010667235585897915,0.015680836311269934,0.0002666808896474479,0.00032001706757693745,0.0276281401674756,0.0009600512027308123,0.005333617792948957,0.00016000853378846872,0.00010667235585897915,0.01130726972105179,0.0011733959144487706,0.000373353245506427,0.034028481519014345,0.025601365406154996,0.0002666808896474479,0.0010133873806603018,0.0004266894234359166,0.0015467491599551976
0.0012395413696932136,0.0012395413696932136,0,0,0.6104741245739077,0.8255345522156802,0.0030988534242330336,0.0077471335605825845,0.06073752711496746,0.4394174155562442,0.0003098853424233034,0.06693523396343352,0.004338394793926247,0.006197706848466067,0.11496746203904555,0.082739386427022,0.004028509451502944,1,0.03842578246048962,0.052990393554384875,0,0.1462658816237992,0.01642392314843508,0.09141617601487449,0.06631546327858692,0.011155872327238922,0,0.23179423613263092,0.1462658816237992,0.027579795475674,0.08366904245429191,0.3108149984505733,0,0.1004028509451503,0.6938332816857763,0,0.1369693213511001,0.04958165478772854,0.06290672451193059,0.37062286953827084,0.0027889680818097306,0,0.40656956925937404,0.9135419894638983,0.03532692903625659,0.0018593120545398203,0.015184381778741865,0.13975828943290983,0.34676169817167646,0.020452432599938022,0.23737217229625038,1,0.01735357917570499,0.32444995351719863,0.34335295940502014,0.1843817787418655,0.49953517198636505,0.004958165478772854,0.04524325999380229,0.004648280136349551,0.13449023861171366,0.23458320421444065,0.1843817787418655,0.006507592190889371,0.0365664704059498,0.07034397273008987,0.053610164239231484,0.029748992872637124,0.01456461109389526,0.03284784629687016,0.09699411217849396,0.13387046792686705,0.004338394793926247,0,0,0,1,0.08428881313913852,0.0003098853424233034,0.0018593120545398203,0.013015184381778741,0.02850945150294391,0.04524325999380229,0.012395413696932134,1,0.006197706848466067,0.019522776572668113,0,0.0003098853424233034,0.025410598078710878,0.8128292531763247,0.44251626898047725,0.0006197706848466068,0.0012395413696932136,0.013944840409048653,0.1286024171056709,0.0006197706848466068,0.11682677409358537,0.03222807561202355,0,0.006197706848466067,0.07034397273008987,0.37062286953827084
0.0035110118097669966,0.001915097350781998,0,0,0.6019789339291414,0.8282796042132142,0.001915097350781998,0.01787424194063198,0.045004787743376955,0.4344079157357166,0,0.06990105330354293,0.0035110118097669966,0.005426109160548994,0.1082030003191829,0.08139163740823492,0.0031918289179699967,1,0.03989786147462496,0.05585700606447495,0,0.15256942227896586,0.014044047239067986,0.10916054899457389,0.06511330992658794,0.013724864347270986,0.0006383657835939994,0.22885413341844876,0.14650494733482286,0.024896265560165973,0.1011809766996489,0.3013086498563677,0,0.11490584104691988,0.6990105330354293,0,0.13788700925630387,0.03127992339610597,0.06160229811682094,0.36865624002553465,0.0028726460261729973,0,0.4031279923396106,0.9285030322374721,0.02776891158633897,0.003830194701563996,0.012767315671879987,0.16565592084264283,0.37408234918608363,0.023619533992977976,0.24768592403447176,1,0.014363230130864985,0.3246090009575487,0.33195020746887965,0.17746568783913183,0.4877114586658155,0.007341206511330993,0.054580274497286946,0.0028726460261729973,0.13597191190552185,0.23045004787743376,0.17746568783913183,0.007979572294924991,0.02776891158633897,0.07022023619533993,0.053303542930098945,0.02074688796680498,0.015959144589849983,0.03159910628790297,0.09288222151292691,0.14650494733482286,0.003830194701563996,0.0022342802425789976,0,0,1,0.07309288222151293,0.0003191828917969997,0.0012767315671879987,0.005426109160548994,0.023619533992977976,0.036706032556654965,0.014044047239067986,1,0.0047877433769549956,0.01787424194063198,0,0.0006383657835939994,0.02840727736993297,0.8270028726460261,0.44206830513884454,0.0003191828917969997,0.0003191828917969997,0.013724864347270986,0.15448451962974785,0,0.11394829237152888,0.03096074050430897,0.0006383657835939994,0.004468560485157995,0.07022023619533993,0.36865624002553465
0.0017282010997643363,0.0072270227808326785,0.30950510604870385,0.29630793401413985,0,0.6798114689709348,0.0028279654359780046,0.011626080125687353,0.04713275726630008,0.47666928515318147,0,0.06190102120974077,0.0025137470542026708,0.002670856245090338,0.09897879025923016,0.06724273369992144,0.0025137470542026708,0.6809112333071484,0.037077769049489395,0.04603299293008641,0,0.1011783189316575,0.015239591516103691,0.12835820895522387,0.12175962293794187,0.01021209740769835,0.00031421838177533385,0.20125687352710134,0.12584446190102122,0.031893165750196385,0.1291437549096622,0.3131186174391202,0,0.12710133542812255,0.47808326787117045,0,0.21696779261586802,0.09002356637863315,0.037549096622152396,0.2556166535742341,0.002356637863315004,0,0.28153967007069913,0.6218381775333857,0.022309505106048705,0.002670856245090338,0.00974076983503535,0.09960722702278084,0.3435978004713276,0.016182246661429693,0.22482325216025137,0.6802827965435978,0.011940298507462687,0.3272584446190102,0.34092694422623726,0.1206598586017282,0.33699921445404557,0.020581304006284367,0.06535742340926944,0.0018853102906520032,0.21445404556166536,0.23739198743126472,0.1206598586017282,0.005813040062843677,0.02246661429693637,0.04807541241162608,0.09567949725058916,0.0584446190102121,0.014139827179890024,0.04430479183032207,0.09567949725058916,0.1286724273369992,0.006441476826394344,0.0009426551453260016,0,0,0.6807541241162608,0.10102120974076984,0,0.0012568735271013354,0.013040062843676354,0.02356637863315004,0.046190102120974075,0.019167321288295364,0.6802827965435978,0.004870384917517675,0.020109976433621366,0,0,0.018224666142969363,0.6796543597800472,0.599057344854674,0.0007855459544383347,0.0009426551453260016,0.018381775333857032,0.09285153181461116,0.0012568735271013354,0.10306362922230951,0.031107619795758053,0,0.009897879025923017,0.04807541241162608,0.2556166535742341
0.002694990488268865,0.0028535193405199747,0.42232086239695626,0.41138237159162966,0.6859543436905516,0,0.0030120481927710845,0.014267596702599873,0.05865567533291059,0.4559289790741915,0.0001585288522511097,0.06800887761572606,0.004121750158528852,0.00538998097653773,0.12270133164235891,0.07609384908053266,0.003646163601775523,0.9987317691819911,0.044705136334812934,0.05469245402663285,0,0.14965123652504755,0.016804058338617627,0.10748256182625238,0.07514267596702599,0.013474952441344324,0.0003170577045022194,0.2335129993658846,0.148858592263792,0.02584020291693088,0.09876347495244134,0.3173747622067216,0,0.11620164870006341,0.6954660748256183,0,0.14901712111604312,0.04391249207355739,0.06103360811667723,0.37285986049461,0.0022194039315155357,0,0.40710209258084973,0.9166138237159163,0.03091312618896639,0.0025364616360177552,0.015218769816106531,0.1501268230818009,0.37856689917564995,0.02187698161065314,0.25428027901078,0.9987317691819911,0.017121116043119847,0.35351934051997463,0.36477488902980343,0.17834495878249843,0.49080532656943565,0.006658211794546607,0.052155992390615094,0.0033291058972733036,0.14759036144578314,0.23319594166138238,0.17834495878249843,0.0077679137603043754,0.03313253012048193,0.07276474318325936,0.05897273303741281,0.02710843373493976,0.01585288522511097,0.03424223208623969,0.09701965757767914,0.15377298668357642,0.004280279010779962,0.0011097019657577679,0,0,0.9987317691819911,0.08370323398858592,0.0003170577045022194,0.0017438173747622067,0.01109701965757768,0.029010779961953077,0.04296131896005073,0.013474952441344324,0.9987317691819911,0.006816740646797717,0.02045022194039315,0,0.0001585288522511097,0.027584020291693087,0.9071020925808497,0.49080532656943565,0.0006341154090044388,0.0007926442612555486,0.01601141407736208,0.13490805326569436,0.0006341154090044388,0.13046924540266328,0.030596068484464174,0,0.006182625237793279,0.07276474318325936,0.37285986049461
0.0015870725725003606,0.0012985139229548406,0.0014427932477276007,0.0008656759486365604,0.0025970278459096813,0.0027413071706824414,0,0.011398066657048045,0.02207473669023229,0.3197229836964363,0,0.052661953542057424,0.0041841004184100415,0.009378156110229404,0.03361708267205309,0.00014427932477276007,0.002019910546818641,0.010099552734093204,0.024960323185687493,0.03635838984273554,0,0.0017313518972731207,0.010388111383638725,0.1926128985716347,0.02395036791227817,0.0028855864954552015,0,0.15654306737844467,0.09435867840138508,0.017890636271822247,0.19405569181936227,0.23344394748232578,0.0017313518972731207,0.049776367046602224,0.008656759486365604,0.00014427932477276007,0.08757755013706536,0.02698023373250613,0.00028855864954552014,0.002452748521136921,0.0015870725725003606,0,0.004905497042273842,0.011109508007502525,0.017457798297503966,0.0018756312220458808,0.014716491126821527,0.0018756312220458808,0.0004328379743182802,0.00014427932477276007,0.11585629779252633,0.02698023373250613,0.006636848939546963,0.0012985139229548406,0.0018756312220458808,0.0014427932477276007,0.006204010965228683,0.0063482902900014425,0.03578127254364449,0.002452748521136921,0.08584619823979224,0.21483191458663972,0.0014427932477276007,0.0033184244697734813,0.0004328379743182802,0.0010099552734093205,0.033039965372962055,0.012840859904775646,0.012408021930457366,0.02106478141682297,0.055547540037512624,0.04891069109796566,0.002019910546818641,0.0007213966238638004,0.002164189871591401,0.002308469196364161,0.005915452315683163,0.02914442360409753,0.0004328379743182802,0.0005771172990910403,0.004039821093637282,0.02337325061318713,0.013417977203866687,0.008223921512047323,0.004039821093637282,0.004905497042273842,0.014860770451594287,0.0014427932477276007,0.0005771172990910403,0.02467176453614197,0.0027413071706824414,0.0063482902900014425,0.0004328379743182802,0.0004328379743182802,0.013129418554321166,0.002019910546818641,0,0.04285095945750974,0.02582599913432405,0.0010099552734093205,0.0031741451450007212,0.0010099552734093205,0.002452748521136921
0.0012998522895125554,0.003958641063515509,0.0007385524372230429,0.001654357459379616,0.0021861152141802067,0.002658788774002954,0.0023338257016248154,0,0.06918759231905465,0.76301329394387,0,0.06821270310192024,0.0010635155096011817,0.02,0.11013293943870014,0.00035450516986706054,0.00844903988183161,0.0038404726735598227,0.4116691285081241,0.05760709010339734,0,0.0007385524372230429,0.023161004431314622,0.08750369276218611,0.6206203840472674,0.15976366322008861,0.013589364844903988,0.03604135893648449,0.024756277695716394,0.012703101920236336,0.08971935007385524,0.3363958641063515,0,0.14268833087149188,0.002806499261447563,0,0.7835745937961596,0.11016248153618907,0.000206794682422452,0.001122599704579025,0.0007090103397341211,0.000029542097488921713,0.0011816838995568684,0.003515509601181684,0.0016838995568685376,0.0005908419497784342,0.022658788774002955,0.0005908419497784342,0.0010930576070901034,0,0.27311669128508126,0.008242245199409158,0.013441654357459379,0.0007680945347119646,0.0009453471196454948,0.0007090103397341211,0.002363367799113737,0.0636632200886263,0.01982274741506647,0.0013589364844903988,0.7831905465288036,0.030576070901033973,0.0007090103397341211,0.017636632200886262,0.000206794682422452,0.00035450516986706054,0.19146233382570163,0.049601181683899556,0.15069423929098966,0.044372230428360415,0.09264401772525849,0.08971935007385524,0.005228951255539144,0.00011816838995568685,0,0,0.0029246676514032496,0.05172821270310192,0,0.0007680945347119646,0.01155096011816839,0.011846381093057606,0.02608567208271787,0.0012998522895125554,0.0029246676514032496,0.0008862629246676514,0.019615952732644017,0,0,0.017370753323485966,0.002688330871491876,0.008862629246676515,0.0003840472673559823,0.0007976366322008863,0.2635450516986706,0.0006794682422451994,0.0005908419497784342,0.15155096011816838,0.0012998522895125554,0,0.005465288035450517,0.00035450516986706054,0.001122599704579025
0.003123616508436224,0.0013035564956466131,0.004820699493334645,0.003467952186531556,0.007378621673471396,0.009100300063948054,0.0037630970534704117,0.057602439864233364,0,0.6242559889812583,0,0.0627428796300851,0.0011067932510207094,0.0008854346008165674,0.21988292586944758,0.0006148851394559496,0.01099414629347238,0.011658222244084806,0.3247331398494761,0.08839588764818732,0,0.001697082984898421,0.027005755324905307,0.24457671306999854,0.5158886320035417,0.12932264253037531,0.0012789610900683752,0.09998032367553741,0.07211372915539377,0.0060258743666683065,0.2376899995080919,0.38445078459343796,0,0.1894584091691672,0.008559201141226819,0,0.6763982488071228,0.16887205470018202,0.0007378621673471396,0.004205814353878696,0.000024595405578237984,0,0.005042058143538787,0.010699001426533523,0.009862757636873432,0.00007378621673471396,0.022627773131978945,0.001844655418367849,0.0041566235427222195,0.00012297702789118993,0.3949776181809238,0.020561759063406956,0.018594126617147915,0.003369570564218604,0.004205814353878696,0.002213586502041419,0.005952088149933593,0.008485414924492105,0.06554675586600422,0.0025825175857149885,0.6764720350238576,0.2371734959909489,0.002213586502041419,0.018372767966943773,0.0003197402725170938,0.0011559840621771854,0.22529391509665994,0.07624575729253776,0.0574302720251857,0.036401200255792215,0.11665600865758276,0.26821289783068525,0.0011313886565989474,0,0,0,0.009690589797825767,0.11318805647105121,0,0.00009838162231295194,0.034163018348172564,0.010182497909390525,0.0535441979438241,0.01940577500122977,0.009543017364356338,0.006075065177824782,0.023857543410890844,0,0,0.03699148998966993,0.009075704658369816,0.01500319740272517,0.001697082984898421,0.003689310836735698,0.0809434797579812,0.001992227851837277,0.0004919081115647597,0.2823552560381721,0.026071129912932263,0.00009838162231295194,0.02319346746027842,0.0011559840621771854,0.004205814353878696
0.0023272431150727912,0.011342815285556323,0.002830215040457305,0.0027164475811441414,0.006055622308002443,0.005740266894467708,0.0044229594708416,0.051550630511235034,0.05065845411977917,0,0.000017963283049446932,0.057342791334512255,0.0019999121795050917,0.0057542383368395,0.06862772493024258,0.0007105476406225674,0.005798148584293704,0.009225143806060413,0.11839599857890472,0.04392621481691423,0,0.001385168715146241,0.01439856932430113,0.1978555831879638,0.4696001373193193,0.06994104051319104,0.002824227279440823,0.09771028018729716,0.06384350387807322,0.01576777067673675,0.1971989253964896,0.28473400369644447,0.00022354307794867292,0.0806910674581156,0.006666373931683639,0.000021955123727101805,0.5943531421773894,0.15856788723848453,0.0005828087389376115,0.003109643887893146,0.0009500580812818599,0.0000379224864377213,0.003802228245466267,0.008917772073880987,0.012047375165162409,0.001045862257545577,0.01297348220237834,0.001343254388030865,0.0022753491862632777,0.00015368586608971262,0.19276598632395384,0.029164387990946505,0.010556422672058313,0.0021595858066112863,0.0022873247082962423,0.0016067158727560865,0.004997784528423902,0.021839360347449814,0.0498022042944222,0.0036764852641201383,0.5911117675471337,0.17859694783861788,0.0016067158727560865,0.006255214341885187,0.0003093676525182527,0.0006965761982507755,0.20121272119787156,0.0763180059957447,0.037201959195404595,0.03180099875853755,0.08460905908323386,0.0718012382689782,0.0033571380099077486,0.00039918406776548736,0.000009979601694137184,0.0000019959203388274365,0.00840881238747999,0.05324716279923836,0.00006187353050365054,0.0007285109236720144,0.016228828275005887,0.020294518005197378,0.026166515642027696,0.009041519134888288,0.007021647751994923,0.005109556067398238,0.01733257222237746,0.0000059877610164823104,0.0009680213643313068,0.030858924358610998,0.005650450479220474,0.01011532427717745,0.0007424823660438064,0.002714451660805314,0.06571966899657102,0.0013033359812543162,0.0010059438507690282,0.08901804711170368,0.02125056384749572,0.000584804659276439,0.012322812171920595,0.0006965761982507755,0.003109643887893146
